as_of,country,firm,vertical,revenue_usd,revenue_growth_pct,net_income_usd,burn_rate_usd,funding_stage,funding_total_usd,active_users,tx_volume_usd,tx_count,agents,cac_usd,churn_rate_pct,regulatory_sanction,distress_label
2021-05-01,Senegal,Free Money,Lending,1731577.32,-25.94,-262811.16,262811.16,Series A,133279685.52,450147,130567169.0,686589,8350,0.51,0.31,0,1
2021-06-01,Senegal,Free Money,Lending,2350361.18,35.74,533941.47,-0.0,Series A,133279685.52,472227,133100678.22,722061,8373,0.75,0.749,0,0
2021-07-01,Senegal,Free Money,Lending,2292388.57,-2.47,811336.32,-0.0,Series A,133279685.52,473520,128500134.17,717445,8417,0.5,0.716,0,0
2021-08-01,Senegal,Free Money,Lending,1986755.46,-13.33,278689.24,-0.0,Series A,133279685.52,458554,113983827.55,697748,8485,0.71,0.633,0,0
2021-09-01,Senegal,Free Money,Lending,1871098.85,-5.82,-41087.31,41087.31,Series A,133279685.52,435268,102682737.4,677901,8600,0.59,0.594,0,0
2021-10-01,Senegal,Free Money,Lending,2036594.09,8.84,673273.47,-0.0,Series A,133279685.52,447688,103274132.18,709673,8608,0.65,0.369,0,0
2021-11-01,Senegal,Free Money,Lending,1865156.14,-8.42,-568952.58,568952.58,Series A,133279685.52,441326,99323406.38,704457,8517,0.5,0.504,0,0
2021-12-01,Senegal,Free Money,Lending,1999643.93,7.21,249009.16,-0.0,Series A,133279685.52,445069,97642662.02,677873,8664,0.81,0.414,0,0
2022-01-01,Senegal,Free Money,Lending,1784066.22,-10.78,-527727.1,527727.1,Series A,133279685.52,447815,100825711.71,684215,8571,0.87,0.672,0,0
2022-02-01,Senegal,Free Money,Lending,1932871.58,8.34,-300181.49,300181.49,Series A,133279685.52,484108,119735470.56,723348,8690,0.91,0.395,0,0
2022-03-01,Senegal,Free Money,Lending,1653341.21,-14.46,-588197.76,588197.76,Series A,133279685.52,481761,131798333.84,735299,8825,0.88,0.436,0,0
2022-04-01,Senegal,Free Money,Lending,2038517.59,23.3,-1133104.77,1133104.77,Series A,133279685.52,496187,143510981.99,755897,8821,0.5,0.2,0,0
2022-05-01,Senegal,Free Money,Lending,2217852.07,8.8,-694580.58,694580.58,Series A,133279685.52,501207,154525338.97,750716,8801,0.5,0.521,0,0
2022-06-01,Senegal,Free Money,Lending,2431699.06,9.64,333821.97,-0.0,Series A,133279685.52,509040,152832445.77,742194,8884,0.61,0.443,0,0
2022-07-01,Senegal,Free Money,Lending,3060705.1,25.87,306130.44,-0.0,Series A,133279685.52,531627,150633617.87,767328,8939,0.5,0.313,0,0
2022-08-01,Senegal,Free Money,Lending,2871693.68,-6.18,-224641.28,224641.28,Series A,133279685.52,494138,134208477.02,708616,9070,0.64,0.496,0,0
2022-09-01,Senegal,Free Money,Lending,2454927.8,-14.51,767464.44,-0.0,Series A,133279685.52,493582,128846912.36,709972,9052,0.61,0.575,0,0
2022-10-01,Senegal,Free Money,Lending,2724103.28,10.96,112581.65,-0.0,Series A,133279685.52,508707,128811522.54,717014,9073,0.66,0.429,0,0
2022-11-01,Senegal,Free Money,Lending,2673220.51,-1.87,213588.65,-0.0,Series A,133279685.52,476832,121764224.59,669740,9129,0.79,0.663,0,0
2022-12-01,Senegal,Free Money,Lending,2671326.85,-0.07,-372919.36,372919.36,Series A,133279685.52,491621,124761765.34,691889,9230,0.98,0.826,0,0
2023-01-01,Senegal,Free Money,Lending,3126585.24,17.04,200323.89,-0.0,Series B,140472825.22,484336,126599888.03,669004,9315,0.69,0.206,0,0
2023-02-01,Senegal,Free Money,Lending,2542492.31,-18.68,-545251.68,545251.68,Series B,140472825.22,477660,130268596.25,650758,9366,0.68,0.264,0,0
2023-03-01,Senegal,Free Money,Lending,3937708.46,54.88,1575288.74,-0.0,Series B,140472825.22,469845,139960056.81,643092,9414,0.97,0.265,0,0
2023-04-01,Senegal,Free Money,Lending,3572846.02,-9.27,1351849.53,-0.0,Series B,140472825.22,462889,151513573.84,638272,9445,0.94,0.554,0,0
2023-05-01,Senegal,Free Money,Lending,4129031.16,15.57,1254557.05,-0.0,Series B,140472825.22,489420,165603843.94,677732,9377,0.5,0.767,0,0
2023-06-01,Senegal,Free Money,Lending,3984306.15,-3.51,1078025.86,-0.0,Series B,140472825.22,504800,165834571.74,672632,9440,0.5,0.494,0,0
2023-07-01,Senegal,Free Money,Lending,3760038.58,-5.63,1135053.31,-0.0,Series B,140472825.22,520312,164756111.04,672979,9590,0.5,0.45,0,0
2023-08-01,Senegal,Free Money,Lending,3152814.34,-16.15,474375.72,-0.0,Series B,140472825.22,522577,148980038.6,678085,9515,0.93,0.514,0,0
2023-09-01,Senegal,Free Money,Lending,3158800.73,0.19,18405.29,-0.0,Series B,162708298.07,536451,141024861.12,703891,9757,0.65,0.42,0,0
2023-10-01,Senegal,Free Money,Lending,2437668.92,-22.83,-540805.23,540805.23,Series B,190485268.96,566535,142921930.76,764416,9779,0.61,0.407,0,0
2023-11-01,Senegal,Free Money,Lending,2286503.36,-6.2,-815346.71,815346.71,Series B,190485268.96,588257,144081459.55,795744,9829,0.71,0.902,0,0
2023-12-01,Senegal,Free Money,Lending,2870923.07,25.56,-53399.78,53399.78,Series B,190485268.96,607243,152046010.05,837075,9861,0.62,0.476,0,0
2024-01-01,Senegal,Free Money,Lending,2888066.91,0.6,-125811.38,125811.38,Series B,190485268.96,583852,155275515.9,813921,9952,0.55,0.704,0,0
2024-02-01,Senegal,Free Money,Lending,3559908.48,23.26,1671509.36,-0.0,Series B,190485268.96,606837,173044170.46,836617,10043,0.69,0.433,0,0
2024-03-01,Senegal,Free Money,Lending,3754929.61,5.48,-182013.48,182013.48,Series B,190485268.96,618513,194073858.95,849430,10135,0.9,0.2,1,1
2024-04-01,Senegal,Free Money,Lending,4018949.91,7.03,129615.1,-0.0,Series B,190485268.96,630767,208256594.25,840524,10068,0.71,0.474,0,0
2024-05-01,Senegal,Free Money,Lending,4232906.57,5.32,2185710.87,-0.0,Series B,190485268.96,631443,210492377.18,820672,10096,0.86,0.376,0,0
2024-06-01,Senegal,Free Money,Lending,5379276.87,27.08,1276798.84,-0.0,Series B,190485268.96,649395,206283804.79,832705,10164,0.97,0.2,0,0
2024-07-01,Senegal,Free Money,Lending,3957042.44,-26.44,1433496.8,-0.0,Series B,190485268.96,644475,198464415.91,825914,10157,0.89,0.985,0,1
2024-08-01,Senegal,Free Money,Lending,4081671.46,3.15,367907.29,-0.0,Series B,190485268.96,651255,181961025.88,831207,10119,0.92,0.387,0,0
2024-09-01,Senegal,Free Money,Lending,3950161.63,-3.22,905175.86,-0.0,Series B,190485268.96,650725,174701078.42,840628,10226,0.87,0.763,0,0
2024-10-01,Senegal,Free Money,Lending,4258899.68,7.82,779759.56,-0.0,Series B,190485268.96,667433,167727757.57,853743,10284,0.82,0.775,0,0
2024-11-01,Senegal,Free Money,Lending,3970565.49,-6.77,1534954.42,-0.0,Series B,190485268.96,711811,171264364.59,867283,10309,0.56,0.477,0,0
2024-12-01,Senegal,Free Money,Lending,3837971.3,-3.34,1178054.7,-0.0,Series B,190485268.96,709865,165598646.92,845909,10352,0.75,0.221,0,0
2019-01-01,Senegal,Wari,Remittances,3340505.46,28.21,737872.45,-0.0,Series B,173121215.12,169528,249226592.65,951488,3,0.5,0.2,0,0
2019-02-01,Senegal,Wari,Remittances,2729035.01,-18.3,1828027.58,-0.0,Series B,173121215.12,173282,272820393.02,968920,3,0.5,0.2,0,0
2019-03-01,Senegal,Wari,Remittances,5176892.89,89.7,3178329.65,-0.0,Series B,173121215.12,179769,301157767.71,1007756,3,0.5,0.2,0,0
2019-04-01,Senegal,Wari,Remittances,5602351.1,8.22,2918847.89,-0.0,Series B,173121215.12,175450,310110083.2,976588,2,0.5,0.2,0,0
2019-05-01,Senegal,Wari,Remittances,6588880.06,17.61,3405210.57,-0.0,Series B,173121215.12,183061,333010275.21,992143,1,0.5,0.2,0,0
2019-06-01,Senegal,Wari,Remittances,8035328.78,21.95,4856651.1,-0.0,Series B,173121215.12,180518,341852247.52,998494,1,0.5,0.2,0,0
2019-07-01,Senegal,Wari,Remittances,8034735.99,-0.01,3727583.27,-0.0,Series B,173121215.12,186624,340087243.23,1041981,1,0.5,0.2,0,0
2019-08-01,Senegal,Wari,Remittances,8179638.32,1.8,3942808.03,-0.0,Series B,173121215.12,195020,324158858.72,1060391,1,0.5,0.2,0,0
2019-09-01,Senegal,Wari,Remittances,7304827.16,-10.69,5081728.72,-0.0,Series B,173121215.12,202161,315325646.12,1106736,1,0.5,0.2,0,0
2019-10-01,Senegal,Wari,Remittances,7518406.08,2.92,3831259.13,-0.0,Series B,173121215.12,204589,306460937.47,1127365,1,0.5,0.2,0,0
2019-11-01,Senegal,Wari,Remittances,6115675.85,-18.66,2710396.06,-0.0,Series B,173121215.12,214660,296304421.84,1126433,0,0.5,0.2,0,0
2019-12-01,Senegal,Wari,Remittances,6014971.88,-1.65,2654954.22,-0.0,Series B,173121215.12,206014,298763476.32,1095145,0,0.5,0.2,0,0
2020-01-01,Senegal,Wari,Remittances,6810857.28,13.23,3711149.37,-0.0,Series B,173121215.12,220792,333732316.67,1154894,0,0.5,0.2,0,0
2020-02-01,Senegal,Wari,Remittances,6160828.52,-9.54,1365478.67,-0.0,Series B,173121215.12,217059,365808396.55,1135981,0,0.5,0.2,0,0
2020-03-01,Senegal,Wari,Remittances,6771176.02,9.91,3621347.35,-0.0,Series B,173121215.12,210544,389144751.31,1100842,0,0.5,0.2,0,0
2020-04-01,Senegal,Wari,Remittances,7930941.81,17.13,4417713.61,-0.0,Series B,173121215.12,213146,413202369.93,1107524,0,0.5,0.2,0,0
2020-05-01,Senegal,Wari,Remittances,10459302.32,31.88,5980121.45,-0.0,Series B,173121215.12,218526,453865507.1,1120472,0,0.5,0.2,0,0
2020-06-01,Senegal,Wari,Remittances,9542449.15,-8.77,4639298.98,-0.0,Series B,173121215.12,233931,472988359.62,1167833,0,0.5,0.2,0,0
2020-07-01,Senegal,Wari,Remittances,10892673.48,14.15,4692246.29,-0.0,Series B,173121215.12,246390,470112646.61,1208840,0,0.5,0.2,0,0
2020-08-01,Senegal,Wari,Remittances,10450448.69,-4.06,6554391.37,-0.0,Series B,173121215.12,243150,433599577.2,1220142,0,0.5,0.2,0,0
2020-09-01,Senegal,Wari,Remittances,8531137.84,-18.37,5509106.98,-0.0,Series B,173121215.12,254878,414795890.98,1255445,0,0.5,0.2,0,0
2020-10-01,Senegal,Wari,Remittances,7555274.26,-11.44,3516069.01,-0.0,Series B,173121215.12,255415,396020599.4,1261857,0,0.5,0.2,0,0
2020-11-01,Senegal,Wari,Remittances,10516926.98,39.2,5887490.13,-0.0,Series B,173121215.12,263915,394802071.01,1272847,0,0.5,0.2,0,0
2020-12-01,Senegal,Wari,Remittances,9085286.61,-13.61,5566873.78,-0.0,Series B,173121215.12,262966,404719426.65,1294496,0,0.5,0.2,0,0
2021-01-01,Senegal,Wari,Remittances,9496402.41,4.53,5554647.64,-0.0,Series B,182904092.23,265298,434205618.12,1262777,0,0.5,0.2,0,0
2021-02-01,Senegal,Wari,Remittances,10697021.51,12.64,4636495.37,-0.0,Series B,182904092.23,278873,476679851.06,1302898,0,0.5,0.2,0,0
2021-03-01,Senegal,Wari,Remittances,12778663.23,19.46,7740406.79,-0.0,Series B,182904092.23,289420,535975275.5,1336638,0,0.5,0.2,0,0
2021-04-01,Senegal,Wari,Remittances,14214496.7,11.24,6946188.49,-0.0,Series B,182904092.23,287195,592211709.66,1323877,0,0.5,0.2,0,0
2021-05-01,Senegal,Wari,Remittances,11417471.19,-19.68,7120365.8,-0.0,Series B,182904092.23,289666,643173106.86,1349670,0,0.5,0.2,0,0
2021-06-01,Senegal,Wari,Remittances,10229733.45,-10.4,7216257.11,-0.0,Series B,182904092.23,294446,631902810.51,1325853,0,0.5,0.2,0,0
2021-07-01,Senegal,Wari,Remittances,9214521.96,-9.92,4474648.43,-0.0,Series B,182904092.23,299526,615291266.46,1328530,0,0.5,0.2,0,0
2021-08-01,Senegal,Wari,Remittances,9814421.86,6.51,5551226.76,-0.0,Series B,182904092.23,310239,619637924.27,1368561,0,0.5,0.2,0,0
2021-09-01,Senegal,Wari,Remittances,9378629.24,-4.44,4153696.66,-0.0,Series B,182904092.23,347387,605463354.24,1486667,0,0.5,0.2,0,0
2021-10-01,Senegal,Wari,Remittances,11294648.96,20.43,5540991.32,-0.0,Series B,182904092.23,369551,576916676.13,1550137,0,0.5,0.2,0,0
2021-11-01,Senegal,Wari,Remittances,11932130.05,5.64,7034316.38,-0.0,Series B,182904092.23,360781,531676652.3,1517177,0,0.5,0.2,0,0
2021-12-01,Senegal,Wari,Remittances,11828170.04,-0.87,7977609.04,-0.0,Series B,182904092.23,357103,540773806.12,1522108,0,0.5,0.2,0,0
2022-01-01,Senegal,Wari,Remittances,12157775.44,2.79,6217142.8,-0.0,Series C,214222179.56,348502,539107740.18,1485985,0,0.5,0.2,0,0
2022-02-01,Senegal,Wari,Remittances,12378021.96,1.81,7748397.74,-0.0,Series C,214222179.56,334243,581979949.57,1443747,0,0.5,0.2,0,0
2022-03-01,Senegal,Wari,Remittances,12285413.12,-0.75,6644034.36,-0.0,Series C,214222179.56,341658,621806418.42,1458955,0,0.5,0.2,0,0
2022-04-01,Senegal,Wari,Remittances,15200581.34,23.73,11898059.01,-0.0,Series C,214222179.56,373969,693015338.48,1559215,0,0.5,0.2,0,0
2022-05-01,Senegal,Wari,Remittances,14957338.54,-1.6,9845982.74,-0.0,Series C,214222179.56,383409,740312777.45,1567788,0,0.5,0.2,0,0
2022-06-01,Senegal,Wari,Remittances,14334914.64,-4.16,9267755.94,-0.0,Series C,214222179.56,386546,737424025.95,1574816,0,0.5,0.2,0,0
2022-07-01,Senegal,Wari,Remittances,13839661.01,-3.45,6768876.08,-0.0,Series C,214222179.56,404338,749119589.37,1627329,0,0.5,0.2,0,0
2022-08-01,Senegal,Wari,Remittances,15175133.72,9.65,8908999.82,-0.0,Series C,214222179.56,400047,709303662.17,1626840,0,0.5,0.2,0,0
2022-09-01,Senegal,Wari,Remittances,14132091.02,-6.87,7447168.34,-0.0,Series C,214222179.56,426804,693558097.55,1681081,0,0.5,0.2,0,0
2022-10-01,Senegal,Wari,Remittances,12154070.84,-14.0,7002397.35,-0.0,Series C,214222179.56,448874,694924643.6,1735899,0,0.5,0.2,0,0
2022-11-01,Senegal,Wari,Remittances,12438195.78,2.34,3902308.85,-0.0,Series C,214222179.56,461200,656991848.68,1695568,0,0.5,0.2,0,0
2022-12-01,Senegal,Wari,Remittances,12066357.8,-2.99,8793506.1,-0.0,Series C,214222179.56,452866,670217663.48,1672213,0,0.5,0.2,0,0
2023-01-01,Senegal,Wari,Remittances,16150149.58,33.84,10665305.59,-0.0,Series C,214222179.56,465876,724438978.54,1692422,0,0.5,0.2,0,0
2023-02-01,Senegal,Wari,Remittances,16122888.45,-0.17,8337360.9,-0.0,Series C,214222179.56,454870,748930406.92,1699159,0,0.5,0.2,0,0
2023-03-01,Senegal,Wari,Remittances,18338850.66,13.74,9691270.6,-0.0,Series C,214222179.56,478301,866972833.73,1832410,0,0.5,0.2,0,0
2023-04-01,Senegal,Wari,Remittances,19047854.14,3.87,12548534.96,-0.0,Series C,214222179.56,470367,907172059.23,1808444,0,0.5,0.2,0,0
2023-05-01,Senegal,Wari,Remittances,19498626.79,2.37,10629097.83,-0.0,Series C,214222179.56,493523,981514537.91,1812787,0,0.5,0.205,0,0
2023-06-01,Senegal,Wari,Remittances,18602406.83,-4.6,10638672.57,-0.0,Series C,214222179.56,538672,1046752202.69,1917672,0,0.5,0.2,0,0
2023-07-01,Senegal,Wari,Remittances,16627338.91,-10.62,9763254.35,-0.0,Series C,214222179.56,540443,1014415746.95,1868406,0,0.5,0.2,0,0
2023-08-01,Senegal,Wari,Remittances,18410845.78,10.73,10424578.47,-0.0,Series C,214222179.56,558141,959440416.35,1944885,0,0.5,0.2,0,0
2023-09-01,Senegal,Wari,Remittances,20026295.31,8.77,13962084.51,-0.0,Series C,214222179.56,577197,944859462.49,1965948,0,0.5,0.2,0,0
2023-10-01,Senegal,Wari,Remittances,16883106.92,-15.7,14087599.84,-0.0,Series C,214222179.56,573279,912063112.01,1973969,0,0.5,0.2,0,0
2023-11-01,Senegal,Wari,Remittances,15875528.61,-5.97,10123685.53,-0.0,Series C,214222179.56,630042,956228870.74,2103053,0,0.5,0.2,0,0
2023-12-01,Senegal,Wari,Remittances,18213817.16,14.73,11141158.62,-0.0,Series C,214222179.56,634152,966763893.96,2102748,0,0.5,0.2,0,0
2024-01-01,Senegal,Wari,Remittances,22854286.65,25.48,15792371.65,-0.0,Series C,214222179.56,619662,973249345.85,2044205,0,0.5,0.2,0,0
2024-02-01,Senegal,Wari,Remittances,22189962.5,-2.91,15327582.23,-0.0,Series C,214222179.56,620548,1031843919.96,2033444,0,0.5,0.2,0,0
2024-03-01,Senegal,Wari,Remittances,22565874.41,1.69,13590047.28,-0.0,Series C,214222179.56,640566,1150785382.41,2014509,0,0.5,0.2,0,0
2024-04-01,Senegal,Wari,Remittances,26446148.52,17.2,21519710.29,-0.0,Series C,214222179.56,659745,1244337547.53,2029164,0,0.5,0.2,0,0
2024-05-01,Senegal,Wari,Remittances,30472130.06,15.22,22812999.16,-0.0,Series C,214222179.56,678613,1314761036.58,2058650,0,0.5,0.2,0,0
2024-06-01,Senegal,Wari,Remittances,27885703.37,-8.49,16369299.8,-0.0,Series C,214222179.56,685266,1358256840.17,2051462,0,0.5,0.2,0,0
2024-07-01,Senegal,Wari,Remittances,25227752.29,-9.53,15996785.28,-0.0,Series C,214222179.56,735676,1420364606.26,2151586,0,0.5,0.2,0,0
2024-08-01,Senegal,Wari,Remittances,26277630.6,4.16,19386878.62,-0.0,Series C,214222179.56,725056,1293179763.61,2084777,0,0.5,0.2,0,0
2024-09-01,Senegal,Wari,Remittances,20520650.7,-21.91,14642774.02,-0.0,Series C,214222179.56,759768,1202517809.51,2112989,0,0.5,0.2,0,0
2024-10-01,Senegal,Wari,Remittances,19559671.06,-4.68,12412872.98,-0.0,Series C,214222179.56,802195,1157494720.18,2159540,0,0.5,0.2,0,0
2024-11-01,Senegal,Wari,Remittances,20051741.3,2.52,13684338.13,-0.0,Series C,214222179.56,855061,1169529548.85,2202290,0,0.5,0.2,0,0
2024-12-01,Senegal,Wari,Remittances,21375590.12,6.6,12845836.49,-0.0,Series C,214222179.56,866026,1219078918.09,2203832,0,0.5,0.2,0,0
2019-01-01,Senegal,Expresso,Lending,2678753.46,-13.3,-691431.21,691431.21,Seed,2303210.66,468942,97762874.61,409129,8823,4.66,0.81,0,0
2019-02-01,Senegal,Expresso,Lending,3174740.39,18.52,43211.79,-0.0,Seed,2303210.66,496052,107014462.09,417441,8888,1.21,0.825,0,0
2019-03-01,Senegal,Expresso,Lending,2680460.92,-15.57,-64004.35,64004.35,Seed,2303210.66,522088,124507016.4,428680,8959,3.25,1.499,0,0
2019-04-01,Senegal,Expresso,Lending,2812128.48,4.91,-528031.18,528031.18,Seed,2303210.66,549867,141561102.28,436710,8857,3.36,1.337,0,0
2019-05-01,Senegal,Expresso,Lending,2553813.78,-9.19,-1447118.51,1447118.51,Seed,2303210.66,550428,151095065.03,444755,8801,1.73,0.264,0,0
2019-06-01,Senegal,Expresso,Lending,3143936.04,23.11,-586409.54,586409.54,Seed,2303210.66,593989,165504394.01,484983,8901,3.89,0.538,0,0
2019-07-01,Senegal,Expresso,Lending,3546500.92,12.8,-371138.31,371138.31,Seed,2303210.66,603304,164652031.41,498782,8961,2.12,1.341,0,0
2019-08-01,Senegal,Expresso,Lending,2989270.73,-15.71,-1104154.46,1104154.46,Seed,2303210.66,623582,156675580.0,498505,8992,3.37,0.499,0,0
2019-09-01,Senegal,Expresso,Lending,3148051.54,5.31,-1152318.38,1152318.38,Seed,2303210.66,629795,146902605.58,516906,9058,2.94,1.016,0,0
2019-10-01,Senegal,Expresso,Lending,2655430.78,-15.65,-1340323.56,1340323.56,Seed,2303210.66,687319,155940045.39,553894,9001,2.19,1.02,0,0
2019-11-01,Senegal,Expresso,Lending,2168958.14,-18.32,-307440.33,307440.33,Seed,2303210.66,688093,147149138.21,535590,8902,4.24,0.414,0,0
2019-12-01,Senegal,Expresso,Lending,2432422.84,12.15,-701044.79,701044.79,Seed,2303210.66,645069,145277970.17,502171,9028,3.22,1.221,0,0
2020-01-01,Senegal,Expresso,Lending,3242590.83,33.31,-610230.36,610230.36,Seed,2303210.66,656319,158838426.59,501125,8961,3.19,0.864,0,0
2020-02-01,Senegal,Expresso,Lending,2866335.54,-11.6,-473373.65,473373.65,Seed,2303210.66,622825,164614770.54,481132,9027,3.15,1.06,0,0
2020-03-01,Senegal,Expresso,Lending,3906639.2,36.29,-1029414.58,1029414.58,Seed,2303210.66,634800,179082373.97,496949,9014,2.3,1.615,0,0
2020-04-01,Senegal,Expresso,Lending,3902052.01,-0.12,368557.16,-0.0,Seed,2303210.66,658533,197666173.27,496725,9098,4.11,1.519,0,0
2020-05-01,Senegal,Expresso,Lending,4032964.27,3.35,-896970.73,896970.73,Seed,35077868.15,653792,208933366.27,497559,9320,3.51,0.961,0,0
2020-06-01,Senegal,Expresso,Lending,4185584.01,3.78,-383009.74,383009.74,Seed,35077868.15,658629,215125490.95,485322,9295,2.63,0.78,0,0
2020-07-01,Senegal,Expresso,Lending,4333140.63,3.53,-1018058.06,1018058.06,Seed,35077868.15,701253,214221041.2,505528,9483,3.25,0.854,0,0
2020-08-01,Senegal,Expresso,Lending,4190268.86,-3.3,884700.2,-0.0,Seed,35077868.15,730353,208666770.83,534391,9630,3.16,1.718,0,0
2020-09-01,Senegal,Expresso,Lending,3939927.05,-5.97,-255580.72,255580.72,Seed,35077868.15,778371,208763626.91,566894,9819,2.61,0.93,0,0
2020-10-01,Senegal,Expresso,Lending,3279689.99,-16.76,260997.16,-0.0,Seed,35077868.15,817521,194919146.1,574107,9823,2.55,0.474,0,0
2020-11-01,Senegal,Expresso,Lending,3849800.01,17.38,-909901.85,909901.85,Seed,35077868.15,815781,187896337.1,561064,10080,2.08,1.029,0,0
2020-12-01,Senegal,Expresso,Lending,3922270.14,1.88,118310.67,-0.0,Seed,35077868.15,870518,197068186.85,588629,10279,1.86,0.885,0,0
2021-01-01,Senegal,Expresso,Lending,4339332.27,10.63,9015.21,-0.0,Seed,35077868.15,896885,215256833.01,590214,10418,3.7,1.378,0,0
2021-02-01,Senegal,Expresso,Lending,4268190.81,-1.64,-526332.46,526332.46,Seed,35077868.15,902946,236862026.13,594496,10378,2.42,0.557,0,0
2021-03-01,Senegal,Expresso,Lending,4288422.93,0.47,-830886.29,830886.29,Seed,35077868.15,924261,256468207.99,596928,10288,2.2,1.581,0,0
2021-04-01,Senegal,Expresso,Lending,5034544.48,17.4,-967096.08,967096.08,Seed,35077868.15,915319,269499808.82,584849,10217,3.64,1.791,0,0
2021-05-01,Senegal,Expresso,Lending,3762725.58,-25.26,-250190.63,250190.63,Seed,35077868.15,958953,298176393.6,596015,10360,2.62,0.871,0,1
2021-06-01,Senegal,Expresso,Lending,4462822.97,18.61,-891331.04,891331.04,Seed,35077868.15,992130,313317000.8,616979,10551,3.0,1.269,0,0
2021-07-01,Senegal,Expresso,Lending,6351101.56,42.31,123572.09,-0.0,Seed,35077868.15,1015722,323104677.93,637340,10751,1.88,1.28,0,0
2021-08-01,Senegal,Expresso,Lending,8190129.66,28.96,1391654.74,-0.0,Seed,35077868.15,1052223,307038003.34,638334,10836,2.45,0.395,0,0
2021-09-01,Senegal,Expresso,Lending,7937938.95,-3.08,97813.11,-0.0,Seed,35077868.15,1091579,288156451.35,635248,10824,2.99,0.848,0,0
