x_cm,y_cm,z_cm,t_hours,j_density_A_cm2,pH2O_pH2_ratio,T_inlet_C,T_field_C,sigma_xx_MPa,sigma_yy_MPa,sigma_zz_MPa,sigma_xy_MPa,sigma_xz_MPa,sigma_yz_MPa,damage_index_D
2.0392,1.3318,0.03922,4918.58,0.948,0.296,713.3,727.85,37.516,28.837,-3.858,1.164,-0.317,-0.394,0.04485
1.3227,0.761,0.291,3897.8,0.914,0.469,730.8,773.63,37.711,31.308,-5.348,1.118,0.987,-0.185,0.03347
3.3323,2.4058,0.04783,6473.0,0.403,0.892,638.6,648.35,24.77,20.309,-4.356,0.048,-0.115,-0.061,0.00903
2.4235,1.4011,0.28263,2891.67,0.177,0.324,618.0,647.72,19.811,15.642,-5.455,0.71,0.236,0.019,0.00234
0.2344,0.0479,0.22089,5284.06,0.985,0.8,812.6,849.22,41.539,40.492,-3.864,0.508,0.134,0.258,0.05352
1.0601,3.6387,0.17015,1022.04,0.723,0.335,831.6,856.56,41.526,34.308,-6.324,-2.144,-0.424,0.024,0.00578
0.1079,1.5521,0.11862,6126.13,0.491,0.454,773.7,790.25,33.532,28.129,-4.95,0.114,-0.147,0.022,0.01388
3.5636,1.8813,0.05255,28.07,0.985,0.312,689.1,704.46,31.543,30.938,-2.063,-0.46,-0.743,-0.643,0.0
2.7664,3.9339,0.15936,4959.68,0.516,0.666,730.1,751.63,30.69,28.12,-5.112,-1.218,-0.026,0.004,0.01424
1.6939,2.8305,0.28011,7195.87,0.227,0.452,637.8,664.88,21.807,19.671,-5.413,-2.157,-0.407,-0.104,0.00416
1.7419,1.0934,0.2164,7648.19,0.961,0.333,601.4,636.3,33.858,23.937,-4.542,0.748,0.562,0.194,0.0694
3.3683,3.2631,0.10258,3572.12,0.45,0.25,677.5,686.26,25.007,22.952,-4.773,-0.854,0.011,-0.097,0.00684
1.3939,0.6444,0.23376,3622.31,0.287,0.505,641.8,666.89,22.895,19.212,-5.641,2.364,0.511,0.293,0.00302
0.1142,1.7139,0.13106,1503.58,0.385,0.369,694.4,711.63,27.534,25.128,-3.176,0.352,-0.171,0.105,0.00161
1.7525,2.4541,0.16153,7129.76,0.278,0.687,832.9,845.47,34.14,29.481,-5.471,-0.601,0.087,0.106,0.00717
2.1018,0.2707,0.11011,1493.4,0.456,0.423,678.8,692.94,27.523,20.832,-4.946,2.607,-0.001,-0.068,0.00576
1.9504,1.8731,0.20998,3818.85,0.094,0.368,745.6,768.64,26.123,20.911,-5.35,0.123,-0.145,0.193,0.0
2.0585,1.8026,0.1735,5575.38,0.028,0.693,648.9,666.64,18.723,16.379,-2.424,0.499,-0.137,-0.074,0.0
1.7172,0.3639,0.18797,7207.51,0.083,0.896,699.5,716.55,20.162,15.064,-5.173,1.225,0.342,-0.448,0.0
2.9951,3.6554,0.24936,6724.22,0.974,0.466,749.5,786.78,40.461,35.702,-3.998,-1.031,0.944,0.121,0.06451
2.3456,2.0659,0.18512,6526.72,0.16,0.136,622.7,641.21,19.263,18.248,-5.285,-0.593,0.402,-0.042,0.00086
1.4187,0.7715,0.24479,955.85,0.936,0.874,678.1,713.77,30.424,29.388,-3.088,1.166,0.637,0.16,0.00875
3.4096,3.4138,0.28359,202.61,0.281,0.304,644.4,674.21,22.227,22.415,-4.84,-0.138,0.175,0.499,0.0
2.2482,1.7466,0.0085,3647.65,0.885,0.487,813.7,822.53,41.258,34.537,-2.545,0.248,-0.64,-0.855,0.02737
0.5139,2.2012,0.14732,2564.72,0.684,0.587,761.9,779.07,41.185,32.37,-5.462,-0.003,0.235,-0.211,0.01084
1.4714,1.3558,0.2071,950.33,0.804,0.289,686.7,717.07,32.36,25.943,-4.529,0.989,0.153,-0.192,0.00752
0.1534,0.8987,0.25992,1007.4,0.233,0.482,756.4,784.13,29.828,19.782,-4.869,0.667,0.177,0.203,0.00068
1.7125,2.0102,0.13028,4808.9,0.22,0.713,675.9,691.93,24.33,17.135,-3.65,-0.197,-0.134,0.067,0.00266
2.2946,1.4353,0.03092,1455.56,0.427,0.271,836.3,840.75,33.224,32.593,-5.441,0.811,-0.061,-0.755,0.00129
1.8721,3.9985,0.29023,5924.4,0.622,0.573,608.6,645.25,24.589,24.382,-5.017,-1.88,0.776,0.632,0.02288
2.9915,1.7477,0.01202,3798.11,0.003,0.788,675.7,681.12,16.051,16.683,-4.695,-0.133,-0.208,0.131,0.00031
1.8655,3.3854,0.14316,3706.92,0.744,0.596,676.9,694.77,27.75,23.092,-2.749,-2.107,-0.011,-0.044,0.01877
0.5729,0.9002,0.02855,780.24,0.617,0.451,843.3,852.75,35.224,35.701,-2.87,-0.109,-0.427,0.119,0.00359
0.2348,1.013,0.15047,4075.43,0.063,0.482,771.3,785.3,22.891,21.492,-4.72,0.408,-0.504,0.236,0.00199
0.362,2.0911,0.05427,643.56,0.634,0.518,664.7,679.59,30.254,24.286,-3.134,-0.029,-0.172,-0.064,0.00266
3.5706,2.2986,0.0295,1973.39,0.2,0.818,727.4,726.02,24.041,20.645,-4.999,-0.596,-0.347,-0.633,0.0
3.2507,1.5098,0.13407,5827.53,0.49,0.649,812.1,830.63,35.581,32.159,-5.592,0.502,0.298,0.013,0.01366
2.5457,3.0157,0.16877,213.83,0.002,0.465,720.3,740.43,21.973,20.778,-4.252,-0.948,0.12,-0.261,0.00066
3.0529,1.411,0.06935,2695.61,0.916,0.76,823.8,842.71,44.49,38.695,-3.839,0.516,-0.387,-0.457,0.02507
0.6483,3.8473,0.09314,5711.51,0.285,0.422,711.4,722.46,28.007,21.51,-5.049,-1.057,0.159,0.139,0.00526
0.3086,2.8196,0.2952,2044.07,0.523,0.395,762.1,797.49,33.339,32.687,-5.508,0.091,0.247,0.205,0.00598
2.211,3.8926,0.08441,3554.88,0.984,0.35,808.9,829.02,44.459,39.816,-3.164,-1.782,-0.467,0.027,0.03457
2.3356,2.6102,0.19874,5099.33,0.576,0.62,677.9,702.55,26.539,27.512,-5.164,-0.051,-0.345,0.08,0.01698
1.2429,3.6957,0.25497,5824.38,0.842,0.265,686.1,724.53,31.553,29.182,-3.759,-1.171,0.755,-0.336,0.04233
0.8591,2.844,0.16002,3494.19,0.367,0.114,733.6,749.55,27.671,28.539,-5.804,-1.212,0.01,-0.128,0.00553
3.6083,3.1797,0.12413,752.89,0.964,0.526,770.1,796.74,40.641,33.807,-3.155,-0.511,-0.069,0.312,0.00766
1.5221,3.642,0.05148,5529.55,0.734,0.776,777.8,789.34,38.947,32.548,-5.999,-1.547,-0.319,-0.2,0.03042
0.6242,3.1428,0.09246,5994.14,0.244,0.558,839.9,848.95,33.569,28.075,-4.746,-0.327,0.193,0.153,0.00342
0.2843,2.8765,0.14478,6096.61,0.649,0.453,840.4,863.27,43.146,35.4,-3.429,0.216,0.415,0.338,0.02856
3.7544,3.446,0.24479,7146.72,0.055,0.223,676.4,701.58,25.836,15.654,-4.954,-0.489,0.652,-0.178,0.0
0.6469,0.0003,0.25757,3707.87,0.302,0.238,604.7,633.45,19.603,17.196,-6.984,0.981,-0.172,-0.31,0.00294
3.2122,3.4502,0.27593,6551.54,0.063,0.887,675.6,703.77,23.454,21.144,-5.18,-0.539,-0.537,0.069,0.00151
2.3976,2.1045,0.00052,7295.95,0.113,0.385,788.6,787.06,21.021,26.127,-2.95,0.066,-0.102,-0.629,0.00135
0.3854,0.8766,0.23539,5219.1,0.103,0.412,637.7,662.0,16.037,21.745,-4.959,0.83,0.069,-0.565,0.00128
1.7205,3.2743,0.1559,3856.23,0.909,0.528,812.2,839.89,39.295,38.102,-4.101,-1.645,0.292,0.077,0.03325
3.1641,1.3309,0.27114,1897.93,0.49,0.354,755.4,783.84,32.604,29.571,-4.414,0.168,0.457,0.299,0.00497
0.5756,1.0753,0.15546,5819.25,0.646,0.438,833.3,855.02,40.462,32.255,-3.238,0.121,-0.307,0.33,0.0251
1.8494,0.1792,0.19137,3099.88,0.203,0.279,701.5,718.99,24.911,20.962,-5.049,1.727,-0.267,-0.393,0.00238
1.9545,3.8733,0.1897,5143.9,0.689,0.613,771.2,800.09,35.301,29.788,-4.214,-2.295,-0.003,0.381,0.02439
0.8383,3.042,0.1809,4523.31,0.444,0.327,708.2,727.78,26.475,23.542,-5.069,-0.528,0.255,0.157,0.01093
2.4164,1.9007,0.26782,4649.18,0.717,0.778,672.3,707.47,31.051,25.607,-5.385,0.318,0.559,0.216,0.02518
1.4225,1.432,0.20914,4749.6,0.299,0.276,829.5,850.12,35.285,27.858,-5.888,0.411,0.089,-0.229,0.00398
3.8631,0.3907,0.28437,1239.96,0.715,0.396,843.6,880.91,41.026,34.833,-3.963,0.762,0.839,-0.01,0.00793
1.4949,3.7022,0.15337,6116.81,0.767,0.153,739.9,762.86,34.588,31.93,-5.163,-1.129,-0.197,0.015,0.03729
0.493,1.4646,0.06044,2798.1,0.931,0.746,634.3,652.73,29.156,28.915,-1.31,0.573,-0.354,0.082,0.02371
0.9121,3.718,0.22631,6366.37,0.85,0.116,643.2,678.08,29.004,27.625,-4.13,-1.629,-0.155,-0.015,0.04505
2.7515,3.072,0.11289,1277.32,0.607,0.769,688.5,705.89,28.102,26.185,-3.127,-1.152,-0.25,0.252,0.00438
3.8396,1.5983,0.2228,855.14,0.654,0.481,703.2,733.66,31.133,25.679,-4.307,0.506,1.037,0.083,0.00356
2.4457,1.3795,0.1612,4342.68,0.891,0.751,633.0,662.64,32.716,27.122,-3.826,1.773,0.361,0.251,0.03346
3.4465,0.5342,0.28992,3768.19,0.835,0.278,653.1,693.91,30.741,28.878,-4.536,0.376,0.745,0.758,0.02671
3.5456,2.3716,0.19325,2964.25,0.575,0.412,735.6,758.95,31.884,26.697,-4.808,0.379,0.199,0.943,0.01209
2.9594,3.9913,0.02562,6973.41,0.118,0.709,662.7,665.81,18.559,15.779,-4.2,-1.951,-0.323,-0.343,0.00153
3.6364,1.7046,0.19486,2062.76,0.211,0.549,720.4,739.92,27.102,21.298,-2.526,0.878,-0.369,-0.629,0.0
2.2998,1.7794,0.05679,3281.29,0.58,0.752,769.8,780.19,31.127,24.405,-2.237,1.097,-0.443,-0.214,0.01191
3.0182,0.2393,0.2836,718.38,0.518,0.675,681.4,713.52,33.635,24.133,-4.25,2.009,0.613,0.318,0.00282
2.7448,1.3419,0.10767,2513.98,0.077,0.717,793.0,804.91,28.944,24.343,-4.692,0.63,0.337,0.071,3e-05
3.7289,2.2107,0.20354,4335.38,0.476,0.337,700.9,723.99,28.182,23.797,-3.528,-0.199,-0.233,0.318,0.00988
1.6339,1.7695,0.26694,3451.16,0.184,0.361,835.3,860.54,31.306,27.347,-4.623,0.123,-0.089,0.175,0.00217
1.8136,0.1595,0.14541,4223.83,0.538,0.343,727.9,745.97,31.087,25.471,-4.603,2.166,0.631,-0.668,0.01268
2.8782,2.798,0.16949,2250.82,0.347,0.539,784.5,805.06,30.607,25.935,-5.444,-1.167,-0.052,0.021,0.00279
3.403,0.4571,0.06952,1522.01,0.643,0.254,623.9,634.67,26.518,21.975,-3.867,1.435,-0.073,0.409,0.00617
3.9847,3.6651,0.2233,4005.72,0.795,0.353,624.5,657.17,29.149,25.286,-3.455,0.582,0.084,0.021,0.02474
3.2351,2.4131,0.05369,2537.99,0.715,0.402,665.5,677.03,30.943,23.986,-3.107,-0.536,-0.565,-0.243,0.01187
1.5122,3.1673,0.00439,3452.84,0.821,0.296,832.0,842.8,41.928,32.472,-1.623,-1.096,-0.674,-0.153,0.02548
2.4068,1.0556,0.04782,6691.01,0.098,0.343,632.3,638.24,15.007,15.695,-5.889,1.023,0.072,0.219,0.00117
3.1575,0.6116,0.05487,3797.17,0.485,0.418,723.9,732.99,27.036,24.924,-4.599,0.922,-0.694,0.188,0.00816
1.5999,3.3909,0.06311,1994.97,0.451,0.86,751.7,760.16,31.638,24.62,-5.195,-0.53,-0.538,0.047,0.00389
0.8172,0.1715,0.17448,2109.65,0.075,0.424,659.5,677.28,20.91,16.764,-5.086,0.629,0.205,0.17,0.0
2.5317,0.153,0.28818,7821.52,0.355,0.524,814.0,849.1,37.506,35.991,-6.179,0.945,0.38,-0.174,0.01101
3.9197,1.9665,0.12457,5230.1,0.5,0.307,835.1,849.75,33.483,31.888,-3.764,-0.71,-0.46,-0.159,0.01282
0.4737,1.9943,0.17464,3993.52,0.11,0.59,833.1,849.21,33.732,24.38,-4.233,0.251,-0.147,-0.353,0.0
0.4226,3.3795,0.09632,6822.5,0.818,0.112,726.6,745.85,36.456,29.822,-2.848,0.046,-0.242,0.64,0.0449
1.4165,0.3341,0.00922,4393.13,0.761,0.214,831.5,839.87,39.758,37.464,-1.708,2.072,-0.654,-0.322,0.025
2.0622,2.9189,0.02013,5449.58,0.545,0.59,681.7,688.2,26.568,22.399,-4.139,-0.842,-0.327,-0.636,0.01763
1.0865,3.2949,0.0902,5162.39,0.645,0.437,613.8,630.45,24.195,22.892,-3.383,-1.642,-0.37,0.162,0.02184
1.7555,2.6693,0.14831,6701.81,0.503,0.678,752.7,771.93,32.71,25.379,-5.136,-1.467,-0.558,0.087,0.01674
2.0046,0.5697,0.2855,6639.06,0.297,0.586,640.2,671.27,21.635,21.847,-5.827,2.213,0.07,-0.013,0.00632
3.844,2.7804,0.08514,1233.52,0.793,0.731,685.6,703.93,36.223,26.056,-3.393,0.269,-0.343,0.075,0.00904
3.6032,0.4162,0.16998,1284.65,0.254,0.165,651.7,671.06,22.596,18.362,-2.507,-0.252,0.341,0.306,0.00142
0.6983,0.7568,0.06741,3051.04,0.905,0.789,781.9,800.43,39.574,33.098,-1.322,1.807,-0.462,0.012,0.02568
1.2546,0.6904,0.03514,760.01,0.063,0.387,833.5,835.45,28.16,25.95,-5.466,1.061,0.347,0.168,0.00014
2.518,3.333,0.08096,4571.9,0.779,0.615,723.4,744.07,37.256,27.142,-2.118,-0.849,-0.456,0.077,0.02695
2.4607,3.4941,0.25125,2936.38,0.637,0.798,676.4,706.76,35.124,29.432,-4.529,-1.361,-0.334,0.33,0.01193
0.2935,0.8201,0.10903,5632.71,0.331,0.535,625.4,638.5,17.295,20.762,-2.999,-0.022,0.181,0.199,0.00569
0.7435,3.1035,0.1191,6737.5,0.841,0.169,611.9,633.08,27.697,22.509,-3.326,-0.768,-0.124,-0.425,0.04822
2.3195,1.2605,0.10982,5580.74,0.213,0.512,716.4,725.8,25.981,24.12,-2.711,-0.213,-0.367,-0.676,0.00154
0.2998,0.6925,0.27476,2535.99,0.817,0.34,779.3,816.09,40.943,29.444,-4.742,0.001,0.769,0.635,0.01815
1.7777,3.6181,0.14188,1256.61,0.431,0.195,817.8,833.32,32.319,33.382,-6.477,-1.206,-0.012,-0.054,0.00248
1.1573,3.9364,0.23884,4925.73,0.225,0.136,805.0,828.91,34.376,31.315,-3.082,-2.099,-0.61,-0.026,0.00304
0.6574,0.062,0.0029,857.83,0.536,0.338,725.6,728.73,29.319,24.354,-4.14,1.011,-0.6,-0.363,0.00165
2.6896,1.5694,0.25562,6080.89,0.637,0.655,758.0,792.0,32.865,30.761,-3.788,0.234,0.638,0.602,0.02504
2.5858,0.5149,0.29549,5940.24,0.443,0.86,677.9,712.19,28.636,21.443,-4.077,1.753,0.75,0.182,0.01381
2.2117,2.8841,0.01732,3863.06,0.686,0.502,802.5,812.95,40.818,32.344,-3.931,-1.694,-0.043,-0.724,0.01886
2.0022,2.9948,0.05067,4368.19,0.355,0.747,813.6,821.75,34.402,24.947,-3.805,-0.835,-0.333,0.117,0.00405
0.6771,3.092,0.03068,6081.96,0.7,0.463,798.6,808.24,33.735,32.476,-3.023,-0.996,-0.591,0.196,0.02995
0.558,3.3097,0.29169,5067.28,0.681,0.133,670.9,710.92,33.523,29.379,-5.273,-1.829,0.247,-0.105,0.02297
3.2207,3.7147,0.02392,6869.44,0.263,0.363,829.9,834.62,32.241,27.92,-3.525,-0.789,-0.458,0.008,0.0055
1.1698,1.4902,0.02506,7658.96,0.7,0.639,665.1,672.98,28.846,27.864,-3.834,1.314,-0.462,-0.332,0.03545
3.0859,3.4675,0.28105,4590.68,0.185,0.178,626.9,653.12,22.53,17.619,-3.988,-1.364,0.036,-0.564,0.00167
2.7266,0.1775,0.04813,1630.27,0.092,0.833,659.0,664.1,21.227,19.065,-4.514,1.977,-0.15,0.148,0.00141
0.5926,2.9963,0.09324,1244.97,0.743,0.128,686.4,702.27,33.537,30.299,-3.563,-0.934,-0.706,-0.138,0.00671
0.7886,1.2016,0.20903,7998.6,0.518,0.814,600.9,629.51,27.831,18.408,-3.512,0.158,0.08,-0.263,0.02082
3.9201,3.5615,0.12485,6109.04,0.703,0.771,610.3,630.51,25.51,21.554,-5.066,-0.118,-0.665,-0.147,0.03016
0.2205,3.227,0.18067,4024.65,0.911,0.28,813.2,844.29,42.811,37.652,-4.488,1.025,0.075,0.427,0.03504
0.8608,0.1735,0.29446,7237.87,0.786,0.515,815.7,853.84,40.435,35.325,-6.371,1.208,0.328,0.091,0.04422
3.7529,2.1113,0.05942,7697.91,0.828,0.536,669.2,683.71,31.707,26.747,-1.416,0.0,-0.869,-0.503,0.05347
3.7046,3.6619,0.19178,5376.93,0.903,0.532,701.1,736.32,38.733,28.823,-6.021,-0.727,0.227,-0.23,0.04391
0.5606,2.9253,0.06659,7599.93,0.267,0.371,819.9,830.18,28.007,28.578,-5.024,-0.33,-0.431,-0.127,0.0053
1.8796,0.9737,0.19785,5893.46,0.738,0.586,604.8,628.85,28.462,20.869,-5.657,1.311,0.169,-0.011,0.03282
2.7617,2.9324,0.09785,6332.19,0.564,0.235,786.3,796.64,36.027,31.675,-6.124,-0.817,-0.113,0.084,0.02014
2.8201,2.644,0.18074,2442.49,0.265,0.809,622.2,641.58,19.18,19.969,-6.004,-0.781,-0.171,-0.422,0.00146
1.1319,2.6721,0.22043,3153.84,0.982,0.279,629.0,661.92,32.778,28.933,-2.907,-0.267,0.171,0.451,0.03047
0.4395,0.1536,0.14702,7775.4,0.878,0.123,623.0,650.4,32.321,24.347,-3.686,0.431,-0.482,-0.068,0.05915
1.9524,0.3556,0.25477,139.62,0.459,0.881,610.5,641.18,22.467,23.403,-3.92,2.065,1.121,0.111,3e-05
1.0185,3.2743,0.19274,5685.3,0.76,0.68,780.1,809.98,40.614,31.287,-5.904,-2.539,-0.097,0.24,0.03213
2.9051,3.9384,0.22059,1814.36,0.025,0.112,763.6,783.03,25.158,24.203,-5.577,-0.881,-0.05,-0.465,0.00103
2.1298,0.7678,0.15748,1457.45,0.701,0.566,678.9,697.4,30.706,24.666,-4.348,2.788,0.087,0.135,0.00865
3.8289,1.0237,0.15712,155.51,0.244,0.167,723.3,741.94,23.076,24.291,-4.189,-0.389,-0.252,-0.289,0.00102
3.5668,1.5245,0.13677,2809.59,0.973,0.107,694.3,720.06,36.696,33.325,-3.394,0.254,0.046,-0.057,0.02618
2.787,1.6345,0.08882,7726.39,0.401,0.535,775.6,784.64,33.183,28.008,-4.456,0.702,0.448,0.268,0.01087
0.2947,0.0773,0.10718,2337.66,0.887,0.67,756.9,783.29,37.682,34.056,-2.327,0.715,0.414,-0.029,0.01878
1.9985,3.5091,0.16978,2131.84,0.266,0.55,606.5,624.42,18.573,16.407,-4.911,-1.254,-0.454,0.312,0.00254
3.6829,3.5103,0.03751,1430.15,0.897,0.106,764.0,779.49,38.818,31.006,-2.784,-0.013,-1.062,-0.499,0.00982
1.7221,0.3114,0.19181,6683.54,0.383,0.206,651.0,674.01,23.902,19.948,-4.611,2.024,0.694,-0.202,0.00879
3.2955,2.4943,0.14818,506.61,0.614,0.828,784.2,804.61,33.785,31.151,-3.72,-0.322,-0.142,0.335,0.00263
1.3509,1.9052,0.2623,3573.72,0.652,0.788,611.2,645.4,27.475,23.043,-4.98,0.483,0.477,0.356,0.01617
3.0371,3.4591,0.03406,4083.32,0.038,0.461,815.2,816.77,28.488,23.849,-5.822,-0.796,0.108,0.233,0.00144
3.1159,2.1852,0.09641,1167.34,0.373,0.819,691.3,699.45,25.579,24.433,-4.618,0.034,-0.185,-0.082,0.00022
3.8911,3.341,0.04954,1461.15,0.921,0.621,838.0,857.6,45.327,32.613,-2.781,0.111,-0.38,-0.164,0.0133
0.2913,0.1877,0.10018,864.98,0.898,0.819,751.7,775.45,38.431,31.7,-3.988,0.264,-0.131,-0.001,0.00708
0.884,1.0842,0.02658,3773.69,0.853,0.298,650.3,662.89,29.093,21.966,-3.509,0.217,-0.379,-0.339,0.02712
0.4532,0.6908,0.28146,377.93,0.11,0.511,848.2,878.38,32.858,28.041,-6.728,0.75,0.182,0.443,0.0
1.3133,2.5578,0.29169,5270.65,0.121,0.381,690.0,723.06,23.742,21.601,-6.054,-0.969,0.496,0.441,0.00051
0.5922,1.0263,0.28218,803.41,0.765,0.748,637.3,675.34,26.553,23.677,-5.607,0.067,0.758,0.465,0.00511
3.1876,2.3253,0.22429,2599.79,0.329,0.721,814.8,837.37,31.194,28.595,-4.287,-0.657,0.182,0.151,0.00257
1.0182,0.8011,0.09655,166.75,0.309,0.116,699.3,710.81,26.371,25.127,-4.411,0.668,0.091,0.158,0.0025
0.9295,3.6753,0.10892,445.23,0.596,0.565,678.9,695.95,26.801,27.764,-3.303,-1.664,-0.631,-0.214,0.0004
0.7546,1.3095,0.26261,3052.46,0.721,0.426,642.3,675.9,25.978,24.481,-5.397,0.683,0.573,0.052,0.01735
0.0529,3.0567,0.05233,3251.37,0.607,0.116,768.4,774.8,35.185,29.244,-2.755,-0.132,-0.986,-0.051,0.01059
3.081,2.3275,0.00137,7725.95,0.298,0.438,733.7,736.46,24.87,25.281,-3.113,0.725,0.055,-0.124,0.0057
0.8076,2.6469,0.20504,6850.92,0.608,0.766,771.4,799.74,35.18,29.357,-3.899,-0.233,-0.023,-0.1,0.02682
3.5866,0.0279,0.03122,7232.6,0.375,0.466,758.9,762.33,29.632,30.402,-3.242,0.605,0.006,0.169,0.01006
3.7545,0.7483,0.00403,1121.21,0.406,0.722,603.9,607.75,21.223,16.674,-4.999,0.285,-0.05,-0.094,0.00244
2.3942,0.3086,0.09881,1888.69,0.448,0.321,766.3,782.05,29.86,27.776,-4.49,1.032,-0.179,-0.422,0.00222
3.5754,3.7373,0.29467,4072.2,0.665,0.684,772.7,813.4,39.281,30.713,-4.434,-0.714,0.205,0.073,0.01766
2.306,2.1104,0.083,7787.94,0.684,0.509,739.0,753.06,32.348,29.971,-2.835,-1.088,0.154,-0.303,0.03737
2.2412,1.7322,0.14862,3624.4,0.954,0.202,812.0,840.52,47.143,38.931,-2.309,0.88,-0.221,-0.222,0.03495
1.5041,1.1251,0.24321,4714.4,0.373,0.306,820.1,845.49,36.388,27.813,-4.159,-0.101,-0.071,0.114,0.00832
2.5895,3.8425,0.11767,731.97,0.456,0.241,734.3,750.13,27.082,24.592,-3.182,-1.064,0.495,0.13,0.00129
1.4139,0.9717,0.19731,3384.88,0.007,0.147,712.2,734.58,22.903,18.005,-3.592,0.653,-0.256,-0.404,0.0
1.6716,0.4475,0.21801,6860.5,0.887,0.646,804.7,844.21,45.124,36.711,-4.618,1.861,0.073,0.278,0.05516
3.7495,2.9769,0.05597,3960.83,0.45,0.659,768.8,779.72,31.203,24.915,-4.4,-0.486,-0.434,-0.216,0.00679
0.5653,3.8101,0.29689,1938.6,0.922,0.328,736.3,779.18,40.45,35.233,-4.68,0.502,0.138,0.037,0.01781
1.5293,0.3594,0.0702,7599.49,0.295,0.15,667.2,673.38,22.375,19.113,-2.41,0.622,-0.084,0.113,0.00694
3.8763,1.7621,0.16401,7355.86,0.913,0.847,726.9,756.59,40.422,33.414,-2.428,0.168,0.149,0.176,0.06195
2.9132,3.8257,0.17767,5860.16,0.389,0.36,729.6,749.38,30.956,30.268,-4.204,-1.751,-0.318,-0.341,0.00935
1.7764,2.0633,0.076,2068.8,0.983,0.73,822.5,846.63,47.776,40.964,-1.302,0.311,0.076,-0.217,0.02274
3.5102,0.1261,0.16945,6860.02,0.046,0.677,660.2,677.26,17.978,15.513,-6.23,0.706,-0.804,-0.213,0.0
2.1355,0.8729,0.17689,7760.95,0.795,0.509,628.9,654.17,29.862,23.617,-2.681,1.75,0.406,0.403,0.04899
3.5083,3.8754,0.25064,5253.63,0.704,0.285,766.4,800.97,36.612,29.886,-5.521,-1.627,0.434,0.135,0.02558
2.3628,1.0202,0.0603,1410.45,0.116,0.797,726.1,731.68,24.091,18.589,-4.811,1.304,0.351,0.076,0.00188
3.689,2.5901,0.06111,248.37,0.635,0.237,632.8,643.16,21.516,23.998,-6.124,-0.138,-0.177,-0.283,0.00121
0.6471,0.9014,0.18542,4971.86,0.931,0.275,718.6,748.36,40.314,30.621,-4.521,0.774,0.265,-0.012,0.04348
3.3898,1.8672,0.02482,3087.43,0.278,0.16,847.0,851.07,34.815,28.357,-5.918,-0.165,-0.457,-0.065,0.00477
1.1443,0.5284,0.05282,3457.61,0.354,0.613,629.9,637.55,21.223,20.392,-3.685,0.709,-0.011,-0.263,0.00454
1.1154,3.1918,0.17388,497.92,0.185,0.662,667.4,689.0,21.17,18.394,-5.132,-1.55,-0.169,0.475,0.00068
2.1939,0.5618,0.16435,807.32,0.695,0.625,801.9,826.94,37.23,33.904,-4.76,1.638,-0.558,0.022,0.00406
1.1279,1.6803,0.10247,5241.76,0.657,0.337,779.9,795.14,34.885,28.751,-3.835,-0.445,0.326,0.06,0.02284
0.8116,0.2664,0.05786,4756.31,0.529,0.473,753.3,761.29,32.608,27.862,-4.188,1.353,-0.457,-0.021,0.01447
2.3129,2.4742,0.14294,4506.88,0.538,0.157,798.1,814.65,34.307,31.477,-4.704,-0.231,-0.27,0.029,0.01512
0.9141,2.4257,0.17019,2802.84,0.437,0.501,706.3,725.88,27.004,23.428,-3.847,-0.299,0.133,0.342,0.00518
1.6017,0.7828,0.14134,400.28,0.782,0.571,642.7,667.5,32.429,26.657,-3.641,1.03,0.199,-0.266,0.00105
1.816,2.8037,0.14711,5151.86,0.438,0.486,745.1,762.41,31.37,27.518,-3.386,-1.513,0.392,0.142,0.00904
1.6956,1.3859,0.04656,6783.65,0.698,0.743,717.0,730.29,31.64,26.857,-2.083,0.883,-0.139,-1.04,0.03397
2.1158,0.3854,0.02052,4941.29,0.373,0.866,724.3,725.88,28.951,20.532,-4.465,2.455,-0.879,-0.432,0.00713
1.0042,0.6612,0.24539,7618.19,0.479,0.882,832.2,861.04,36.36,32.223,-5.262,1.574,0.494,0.357,0.0169
0.8233,1.2126,0.21818,4366.46,0.621,0.242,658.2,684.33,25.832,24.76,-5.826,0.891,0.198,0.265,0.01595
3.5933,1.7038,0.25195,4880.68,0.093,0.646,744.0,769.9,26.881,22.703,-4.475,0.497,-0.021,0.183,0.0
0.9668,2.6305,0.13988,2913.83,0.536,0.203,771.0,788.61,33.779,28.742,-4.465,-0.777,0.037,-0.127,0.00705
3.7813,3.2069,0.24113,3170.43,0.965,0.577,744.9,782.49,38.666,33.632,-5.514,-0.48,0.487,0.159,0.03174
1.5441,0.0772,0.06459,6630.28,0.312,0.299,847.4,852.57,34.26,25.478,-3.474,2.169,-0.041,0.487,0.00741
3.8236,1.8789,0.24137,4730.68,0.776,0.378,795.6,827.48,39.451,33.79,-6.189,0.581,0.754,-0.013,0.02967
1.3694,0.0022,0.08903,7216.51,0.585,0.686,677.2,694.05,26.518,20.559,-4.131,1.96,0.035,0.085,0.0248
2.5279,1.7948,0.16931,6586.84,0.997,0.368,837.6,867.11,47.395,37.053,-1.841,0.168,0.017,-0.262,0.06588
0.9494,2.9173,0.10221,2735.79,0.512,0.506,799.3,812.74,34.606,30.919,-5.077,-0.951,0.576,-0.373,0.008
2.0426,3.7537,0.08898,7325.9,0.023,0.848,753.1,760.36,23.885,20.178,-4.845,-0.979,0.418,-0.098,0.0
