Longitude,Latitude,Soil_Type,Shrink_Swell_Potential,Compressibility_Index,Collapse_Potential,Overall_Susceptibility,Risk_Category,Groundwater_Depth_m,Asset_Proximity_m,Pipe_Material,Pipe_Age_years
-1.14202,51.66336,Swelling_Clay,0.725,0.318,0.096,0.425,Moderate,12.9,42.0,Steel,109
0.22063,51.77505,Dense_Sand,0.044,0.13,0.204,0.114,Low,5.4,5.2,Concrete,114
-2.26746,52.31977,Swelling_Clay,0.822,0.24,0.127,0.444,Moderate,8.6,9.2,PVC,97
1.21647,51.53981,Compressible_Ground,0.394,0.699,0.399,0.502,High,2.3,26.7,Concrete,86
-1.60992,53.21118,Running_Sand,0.02,0.284,0.659,0.273,Low,10.3,18.9,Concrete,14
1.49869,51.21342,Compressible_Ground,0.384,0.842,0.527,0.58,High,2.5,168.0,Cast_Iron,52
-1.81391,52.11096,Running_Sand,0.061,0.367,0.653,0.316,Moderate,1.0,64.9,Steel,64
0.58619,53.12356,Swelling_Clay,0.649,0.393,0.172,0.44,Moderate,13.6,16.2,PVC,113
-1.60635,52.53961,Firm_Clay,0.374,0.216,0.139,0.26,Low,8.9,126.1,Concrete,19
-2.17661,51.73082,Compressible_Ground,0.38,0.608,0.4,0.464,Moderate,1.3,19.4,Cast_Iron,111
0.99973,52.0519,Running_Sand,0.068,0.28,0.786,0.322,Moderate,1.3,27.9,Steel,79
0.93501,52.76674,Firm_Clay,0.528,0.275,0.057,0.321,Moderate,1.9,14.6,Cast_Iron,41
-0.88572,53.43315,Dense_Sand,0.023,0.131,0.343,0.141,Low,6.3,12.4,Steel,15
0.30958,53.23285,Firm_Clay,0.352,0.139,0.119,0.219,Low,1.4,297.7,Concrete,40
-0.27174,51.85608,Firm_Clay,0.463,0.172,0.11,0.273,Low,7.3,20.0,PVC,35
0.91182,53.49549,Compressible_Ground,0.478,0.702,0.431,0.544,High,5.6,4.5,PVC,30
-1.23978,51.00876,Running_Sand,0.027,0.308,0.663,0.284,Low,11.8,61.7,Steel,56
-0.40531,51.06907,Firm_Clay,0.469,0.249,0.102,0.3,Moderate,9.2,67.3,Steel,65
-0.55851,53.0596,Dense_Sand,0.039,0.091,0.243,0.108,Low,4.0,91.3,Steel,68
-1.08438,51.49866,Swelling_Clay,0.793,0.438,0.184,0.517,High,11.1,8.1,Cast_Iron,40
1.06582,51.15192,Compressible_Ground,0.386,0.813,0.576,0.583,High,4.1,13.7,Steel,119
-1.83649,51.59287,Firm_Clay,0.525,0.189,0.102,0.302,Moderate,7.1,47.1,PVC,103
-1.90197,52.06525,Compressible_Ground,0.254,0.843,0.536,0.531,High,7.0,19.5,Steel,62
-0.19236,52.82642,Compressible_Ground,0.223,0.859,0.353,0.478,Moderate,12.2,93.5,Concrete,46
0.12998,52.56084,Compressible_Ground,0.318,0.832,0.516,0.547,High,4.8,5.1,Concrete,101
-1.72152,51.59405,Firm_Clay,0.503,0.23,0.028,0.289,Low,12.4,41.7,PVC,63
-0.93713,52.25818,Dense_Sand,0.049,0.194,0.314,0.166,Low,0.7,108.5,PVC,93
1.28626,53.31554,Running_Sand,0.087,0.184,0.744,0.285,Low,1.1,73.7,Steel,91
-1.51353,53.03752,Swelling_Clay,0.723,0.445,0.154,0.484,Moderate,0.6,25.8,Cast_Iron,117
0.17344,51.80797,Swelling_Clay,0.802,0.491,0.148,0.53,High,3.8,21.9,Steel,57
0.4606,53.45566,Swelling_Clay,0.667,0.368,0.11,0.423,Moderate,11.6,101.0,Steel,59
-0.70749,52.77155,Running_Sand,0.069,0.265,0.611,0.273,Low,4.4,38.7,PVC,44
1.2501,51.15612,Running_Sand,0.083,0.121,0.538,0.21,Low,5.5,6.3,Cast_Iron,65
0.44663,51.0879,Swelling_Clay,0.72,0.417,0.193,0.482,Moderate,11.4,9.9,Concrete,10
-0.6683,51.42102,Firm_Clay,0.418,0.195,0.075,0.254,Low,4.6,112.7,Concrete,89
-0.22266,52.81964,Firm_Clay,0.474,0.148,0.124,0.272,Low,11.7,17.6,Cast_Iron,76
0.27045,51.45935,Compressible_Ground,0.323,0.685,0.393,0.467,Moderate,6.2,18.4,Concrete,83
-0.13124,52.27872,Compressible_Ground,0.348,0.607,0.368,0.443,Moderate,10.8,17.9,Steel,72
1.01479,51.23315,Dense_Sand,0.039,0.093,0.229,0.105,Low,10.2,10.7,Concrete,55
-1.07245,53.30222,Compressible_Ground,0.352,0.924,0.403,0.565,High,6.3,10.6,Concrete,34
-1.30046,51.8599,Firm_Clay,0.522,0.188,0.118,0.304,Moderate,4.9,61.4,Steel,25
-1.64464,53.27033,Running_Sand,0.08,0.349,0.819,0.359,Moderate,3.6,59.2,PVC,61
-2.34887,53.36219,Firm_Clay,0.596,0.172,0.12,0.329,Moderate,5.9,25.3,Cast_Iron,22
-2.32794,51.01532,Firm_Clay,0.372,0.133,0.041,0.205,Low,0.6,78.9,Cast_Iron,56
0.98022,52.16034,Firm_Clay,0.541,0.223,0.128,0.326,Moderate,7.8,4.9,Cast_Iron,98
0.21357,51.06164,Dense_Sand,0.037,0.144,0.3,0.14,Low,11.1,28.3,PVC,64
0.14213,53.27173,Dense_Sand,0.048,0.076,0.13,0.078,Low,1.0,22.6,Concrete,102
-0.04143,52.29602,Running_Sand,0.075,0.347,0.781,0.347,Moderate,6.1,24.3,PVC,99
0.89688,51.18736,Swelling_Clay,0.719,0.465,0.066,0.467,Moderate,9.8,7.2,Concrete,30
-0.57893,51.27569,Compressible_Ground,0.415,0.658,0.511,0.524,High,2.5,48.5,Cast_Iron,62
0.98164,51.95877,Firm_Clay,0.389,0.122,0.116,0.227,Low,6.0,4.5,Cast_Iron,64
-1.06222,53.35059,Firm_Clay,0.37,0.247,0.093,0.258,Low,3.3,4.0,PVC,30
1.20683,52.73227,Swelling_Clay,0.608,0.22,0.155,0.359,Moderate,8.3,19.7,Steel,12
0.29463,53.16905,Swelling_Clay,0.777,0.37,0.146,0.477,Moderate,14.1,24.6,Steel,60
-1.47129,51.91614,Firm_Clay,0.312,0.129,0.034,0.178,Low,5.4,47.1,Cast_Iron,30
-0.24366,51.10803,Compressible_Ground,0.418,0.739,0.589,0.573,High,8.7,73.8,Cast_Iron,113
-0.36788,53.43579,Running_Sand,0.09,0.256,0.659,0.29,Low,8.6,25.7,PVC,7
-1.9484,51.04293,Firm_Clay,0.397,0.147,0.055,0.224,Low,1.9,27.8,PVC,17
-0.13503,53.36913,Running_Sand,0.05,0.338,0.679,0.308,Moderate,14.3,8.0,Steel,117
-1.24086,51.92169,Swelling_Clay,0.674,0.48,0.084,0.459,Moderate,11.3,3.2,Cast_Iron,36
-2.2906,51.02523,Swelling_Clay,0.81,0.472,0.064,0.505,High,5.3,61.7,Steel,89
1.29462,52.72289,Swelling_Clay,0.894,0.391,0.079,0.514,High,2.2,146.0,Cast_Iron,65
0.06596,53.45135,Compressible_Ground,0.258,0.927,0.331,0.511,High,11.1,49.1,Cast_Iron,19
1.00768,53.41406,Running_Sand,0.04,0.145,0.742,0.252,Low,7.4,0.2,Steel,38
0.20422,51.40234,Running_Sand,0.041,0.177,0.589,0.226,Low,2.8,352.8,Steel,50
-1.07207,51.45312,Swelling_Clay,0.722,0.461,0.146,0.487,Moderate,5.8,114.3,Cast_Iron,6
-0.44925,52.41385,Swelling_Clay,0.668,0.393,0.188,0.452,Moderate,7.7,66.1,PVC,16
0.20299,52.59326,Swelling_Clay,0.807,0.231,0.087,0.425,Moderate,9.1,16.1,PVC,105
1.34101,52.84854,Dense_Sand,0.026,0.119,0.275,0.121,Low,8.1,24.1,PVC,102
-1.48532,51.45263,Running_Sand,0.064,0.36,0.774,0.345,Moderate,6.0,6.8,PVC,42
0.99991,53.39752,Dense_Sand,0.048,0.108,0.282,0.127,Low,6.5,34.9,Cast_Iron,9
1.19631,52.59685,Firm_Clay,0.325,0.206,0.048,0.214,Low,5.4,51.7,Concrete,70
0.18166,53.11762,Running_Sand,0.063,0.185,0.768,0.282,Low,2.6,66.6,PVC,50
1.22507,52.35016,Firm_Clay,0.591,0.282,0.057,0.35,Moderate,0.9,53.3,Steel,74
-0.90849,52.03569,Swelling_Clay,0.608,0.237,0.138,0.361,Moderate,13.7,118.5,Cast_Iron,115
1.31206,53.44296,Firm_Clay,0.415,0.109,0.081,0.224,Low,11.4,78.0,Steel,99
0.31113,52.4553,Compressible_Ground,0.229,0.733,0.58,0.493,Moderate,3.8,19.3,Steel,22
-2.33198,53.16718,Firm_Clay,0.52,0.282,0.07,0.324,Moderate,8.0,31.5,Cast_Iron,109
1.12749,53.38323,Swelling_Clay,0.831,0.449,0.07,0.507,High,12.0,28.4,Concrete,111
-0.56211,52.68839,Firm_Clay,0.318,0.236,0.068,0.227,Low,13.1,66.3,Cast_Iron,25
-0.65869,52.37235,Swelling_Clay,0.806,0.258,0.113,0.441,Moderate,9.6,103.1,PVC,108
-0.23413,51.00878,Dense_Sand,0.045,0.104,0.191,0.102,Low,5.0,39.6,Steel,16
-1.90246,51.10005,Compressible_Ground,0.211,0.914,0.579,0.549,High,1.6,39.9,Cast_Iron,73
-0.62334,51.50213,Firm_Clay,0.412,0.214,0.08,0.259,Low,7.6,70.4,Steel,81
0.82451,51.46502,Running_Sand,0.039,0.274,0.756,0.301,Moderate,10.1,48.2,Steel,58
-2.43807,51.6369,Compressible_Ground,0.293,0.756,0.501,0.507,High,11.4,28.5,PVC,115
-1.40833,51.76234,Firm_Clay,0.515,0.144,0.021,0.262,Low,7.3,9.5,Concrete,104
-2.49018,51.90016,Dense_Sand,0.022,0.167,0.183,0.113,Low,9.8,56.0,Cast_Iron,88
-0.83715,52.05134,Swelling_Clay,0.624,0.41,0.061,0.409,Moderate,1.9,10.9,Concrete,79
0.41326,51.24717,Dense_Sand,0.044,0.151,0.197,0.12,Low,14.7,14.0,PVC,36
0.69509,51.1059,Firm_Clay,0.55,0.144,0.128,0.302,Moderate,1.9,25.9,Steel,20
1.28076,52.68486,Firm_Clay,0.563,0.241,0.023,0.315,Moderate,0.6,17.2,PVC,115
-0.06598,52.34334,Compressible_Ground,0.389,0.832,0.583,0.593,High,14.3,53.8,Concrete,91
-1.48149,52.11036,Running_Sand,0.042,0.254,0.7,0.281,Low,9.2,161.6,PVC,30
1.19659,52.5861,Dense_Sand,0.014,0.09,0.308,0.114,Low,12.5,16.1,Steel,86
0.60126,53.0692,Compressible_Ground,0.402,0.766,0.36,0.519,High,13.4,56.6,Cast_Iron,111
-0.20229,52.06923,Running_Sand,0.073,0.322,0.855,0.356,Moderate,3.7,224.4,Steel,76
0.28256,52.6028,Swelling_Clay,0.78,0.397,0.113,0.479,Moderate,7.4,110.8,Cast_Iron,29
1.19727,53.38393,Swelling_Clay,0.749,0.239,0.051,0.396,Moderate,2.3,156.4,Steel,11
0.34958,53.09906,Firm_Clay,0.59,0.107,0.108,0.301,Moderate,1.1,76.2,Cast_Iron,17
-1.0265,52.065,Firm_Clay,0.329,0.214,0.056,0.22,Low,10.1,53.7,PVC,28
0.35211,52.61179,Running_Sand,0.099,0.216,0.686,0.287,Low,12.2,43.2,Steel,117
-2.33889,51.44268,Swelling_Clay,0.853,0.215,0.076,0.435,Moderate,2.0,4.1,PVC,106
-0.95434,52.40131,Compressible_Ground,0.217,0.755,0.376,0.445,Moderate,2.3,53.8,Cast_Iron,99
-0.87471,53.45332,Compressible_Ground,0.206,0.746,0.393,0.442,Moderate,5.1,29.5,Steel,51
-1.83265,52.29579,Running_Sand,0.065,0.381,0.707,0.336,Moderate,7.4,12.0,Steel,35
-2.40766,53.3191,Dense_Sand,0.016,0.124,0.205,0.101,Low,10.0,124.8,Cast_Iron,42
-1.96648,52.01834,Firm_Clay,0.35,0.152,0.126,0.225,Low,8.0,30.2,Concrete,12
0.11849,53.49711,Swelling_Clay,0.781,0.491,0.138,0.519,High,7.3,39.1,PVC,50
0.70916,52.44805,Dense_Sand,0.035,0.147,0.343,0.151,Low,9.5,23.9,PVC,22
1.45281,51.10567,Running_Sand,0.069,0.104,0.687,0.236,Low,11.3,34.6,Cast_Iron,105
-1.11455,52.46689,Firm_Clay,0.435,0.297,0.058,0.292,Low,1.8,28.1,Steel,102
-0.10248,51.68643,Swelling_Clay,0.705,0.273,0.151,0.415,Moderate,6.0,49.9,Concrete,43
1.24858,51.0812,Firm_Clay,0.413,0.214,0.078,0.259,Low,13.1,105.5,Concrete,59
-1.83183,53.05213,Swelling_Clay,0.628,0.25,0.105,0.365,Moderate,8.7,53.5,Cast_Iron,39
0.37058,51.68932,Compressible_Ground,0.4,0.928,0.496,0.609,High,2.8,43.3,PVC,7
0.51991,52.99137,Swelling_Clay,0.861,0.305,0.113,0.48,Moderate,9.2,37.2,Cast_Iron,70
-2.1441,51.72054,Swelling_Clay,0.612,0.369,0.068,0.391,Moderate,5.1,54.2,Cast_Iron,56
0.945,51.48582,Swelling_Clay,0.693,0.411,0.148,0.458,Moderate,1.8,43.1,PVC,77
0.75242,53.43484,Swelling_Clay,0.676,0.338,0.066,0.405,Moderate,14.9,9.0,Steel,34
-2.36639,51.90411,Swelling_Clay,0.716,0.385,0.05,0.434,Moderate,8.5,184.9,Cast_Iron,90
-2.13566,52.50344,Firm_Clay,0.478,0.252,0.099,0.305,Moderate,6.6,8.3,Concrete,105
-2.30349,52.52495,Swelling_Clay,0.688,0.409,0.116,0.448,Moderate,12.8,10.7,Concrete,51
-1.16103,52.40118,Firm_Clay,0.467,0.125,0.096,0.255,Low,4.7,13.0,Concrete,104
-0.46284,53.28674,Swelling_Clay,0.705,0.479,0.055,0.463,Moderate,12.9,25.3,PVC,113
-0.37061,52.6861,Dense_Sand,0.031,0.189,0.293,0.151,Low,14.8,79.1,PVC,45
-1.42933,52.00933,Dense_Sand,0.049,0.198,0.131,0.121,Low,13.6,54.6,Steel,65
1.14639,53.15595,Swelling_Clay,0.875,0.467,0.183,0.559,High,2.2,7.7,Steel,69
-1.02695,51.45266,Firm_Clay,0.327,0.171,0.109,0.218,Low,5.6,63.7,Concrete,35
-2.3178,52.36059,Swelling_Clay,0.8,0.34,0.094,0.462,Moderate,2.3,34.0,Concrete,35
-1.29909,53.37638,Dense_Sand,0.032,0.158,0.184,0.114,Low,1.5,73.7,Cast_Iron,75
-0.37556,52.56349,Running_Sand,0.065,0.341,0.556,0.285,Low,9.2,58.5,Cast_Iron,93
-0.86711,53.04242,Swelling_Clay,0.644,0.448,0.064,0.43,Moderate,8.0,29.3,Cast_Iron,105
-1.40463,52.6339,Compressible_Ground,0.291,0.658,0.428,0.453,Moderate,1.0,109.9,PVC,27
-1.97471,53.09843,Swelling_Clay,0.866,0.459,0.118,0.536,High,7.7,18.0,Cast_Iron,38
0.77666,53.36122,Compressible_Ground,0.401,0.933,0.424,0.593,High,13.3,29.7,Cast_Iron,109
1.48458,51.6823,Firm_Clay,0.339,0.227,0.108,0.242,Low,10.0,29.6,Concrete,112
-1.18183,51.42415,Running_Sand,0.032,0.279,0.722,0.291,Low,5.1,75.4,Steel,32
-0.97352,52.20998,Compressible_Ground,0.251,0.765,0.568,0.51,High,8.8,92.3,Cast_Iron,119
-0.02785,52.75466,Swelling_Clay,0.765,0.233,0.171,0.431,Moderate,11.5,85.8,Concrete,55
0.37377,51.56798,Swelling_Clay,0.681,0.289,0.126,0.405,Moderate,2.4,24.3,Cast_Iron,107
-0.93188,51.01025,Swelling_Clay,0.679,0.412,0.178,0.46,Moderate,0.8,41.7,Steel,44
1.11972,51.85734,Firm_Clay,0.326,0.241,0.116,0.243,Low,12.3,32.1,Steel,93
-0.25998,53.42215,Swelling_Clay,0.65,0.275,0.07,0.374,Moderate,12.1,13.0,Steel,39
-0.69844,52.73742,Running_Sand,0.066,0.123,0.518,0.199,Low,2.0,0.0,PVC,47
0.08669,52.00331,Compressible_Ground,0.369,0.673,0.37,0.476,Moderate,12.3,34.8,PVC,88
1.31122,51.48144,Swelling_Clay,0.736,0.271,0.196,0.438,Moderate,8.7,7.0,PVC,92
0.67821,51.89022,Firm_Clay,0.399,0.143,0.141,0.245,Low,13.3,11.1,Cast_Iron,53
-2.33995,51.4246,Running_Sand,0.079,0.163,0.737,0.272,Low,10.6,53.1,PVC,25
-1.17076,51.26576,Compressible_Ground,0.412,0.938,0.404,0.594,High,13.2,1.1,Steel,45
-0.61782,53.26686,Running_Sand,0.014,0.295,0.54,0.244,Low,12.8,52.0,Cast_Iron,52
-1.24193,53.49413,Running_Sand,0.074,0.359,0.764,0.346,Moderate,0.9,97.6,PVC,71
0.30075,51.41029,Compressible_Ground,0.314,0.715,0.444,0.487,Moderate,13.1,14.5,Steel,94
0.80508,51.13631,Running_Sand,0.088,0.108,0.864,0.289,Low,4.9,35.5,Cast_Iron,86
0.42538,51.82433,Firm_Clay,0.571,0.25,0.14,0.351,Moderate,10.4,10.2,Concrete,61
1.45733,52.15415,Swelling_Clay,0.746,0.382,0.189,0.479,Moderate,6.1,60.7,Cast_Iron,70
-1.40981,51.51205,Running_Sand,0.024,0.359,0.668,0.302,Moderate,11.1,17.4,Steel,28
0.99996,51.75356,Swelling_Clay,0.608,0.491,0.172,0.458,Moderate,1.9,380.9,Concrete,95
0.56649,51.50218,Swelling_Clay,0.856,0.22,0.108,0.447,Moderate,10.2,5.6,Concrete,29
-1.05128,52.93565,Running_Sand,0.05,0.165,0.62,0.233,Low,14.5,17.0,Cast_Iron,82
0.4365,52.78144,Dense_Sand,0.031,0.151,0.281,0.136,Low,11.4,1.9,Concrete,83
-2.0837,52.58738,Dense_Sand,0.041,0.186,0.251,0.144,Low,1.3,25.3,Concrete,11
0.65733,51.96804,Swelling_Clay,0.825,0.219,0.078,0.426,Moderate,6.5,31.1,Cast_Iron,36
-0.37068,53.2726,Compressible_Ground,0.339,0.85,0.411,0.536,High,8.4,18.1,Steel,105
-1.33084,53.42383,Running_Sand,0.065,0.247,0.789,0.31,Moderate,8.6,81.4,Steel,35
0.12311,51.4341,Swelling_Clay,0.747,0.401,0.083,0.46,Moderate,6.1,49.0,Steel,56
0.06648,51.55753,Firm_Clay,0.307,0.273,0.023,0.224,Low,5.1,4.1,Cast_Iron,10
-1.66206,52.31408,Firm_Clay,0.577,0.213,0.038,0.315,Moderate,8.6,73.6,PVC,50
-2.37841,51.22813,Dense_Sand,0.04,0.092,0.118,0.078,Low,2.7,155.6,PVC,38
-0.76551,52.09112,Swelling_Clay,0.818,0.47,0.178,0.536,High,3.7,3.0,Cast_Iron,91
-0.22195,52.45448,Swelling_Clay,0.895,0.37,0.183,0.533,High,3.9,5.9,PVC,15
1.00642,52.30518,Firm_Clay,0.543,0.231,0.103,0.324,Moderate,0.8,19.1,Concrete,7
1.21287,51.82727,Firm_Clay,0.34,0.245,0.119,0.252,Low,11.1,226.8,Concrete,109
-0.38478,52.35611,Dense_Sand,0.037,0.079,0.2,0.093,Low,7.6,12.1,Concrete,71
0.51521,53.397,Swelling_Clay,0.815,0.285,0.07,0.443,Moderate,4.7,48.8,Concrete,18
-0.74279,51.51504,Running_Sand,0.055,0.131,0.6,0.218,Low,5.5,50.5,Cast_Iron,57
0.48433,52.63708,Running_Sand,0.031,0.186,0.737,0.262,Low,7.6,92.1,Concrete,119
-1.68079,51.10849,Swelling_Clay,0.8,0.246,0.058,0.421,Moderate,7.9,3.7,Concrete,18
-1.01574,51.16604,Running_Sand,0.012,0.153,0.544,0.195,Low,12.1,21.2,Steel,31
0.03691,52.37957,Firm_Clay,0.38,0.237,0.117,0.264,Low,2.2,75.4,Steel,98
-2.42737,51.26235,Swelling_Clay,0.804,0.401,0.169,0.504,High,10.6,2.0,Concrete,30
0.38985,51.05587,Compressible_Ground,0.25,0.939,0.377,0.523,High,6.6,11.0,Concrete,65
0.84214,51.42878,Firm_Clay,0.48,0.199,0.069,0.279,Low,1.7,66.6,Steel,17
-0.90343,52.41212,Running_Sand,0.051,0.29,0.672,0.29,Low,2.3,75.3,PVC,93
-0.70823,52.75835,Dense_Sand,0.015,0.133,0.105,0.079,Low,5.2,69.4,Steel,44
0.90513,51.5062,Compressible_Ground,0.378,0.676,0.366,0.479,Moderate,9.3,26.1,Concrete,106
0.60262,52.67065,Compressible_Ground,0.436,0.67,0.396,0.508,High,1.4,60.4,PVC,82
-1.3474,51.45619,Dense_Sand,0.019,0.096,0.319,0.121,Low,8.0,8.6,PVC,41
-1.2041,52.53364,Dense_Sand,0.018,0.112,0.242,0.107,Low,9.0,3.6,Concrete,116
0.21551,52.0299,Swelling_Clay,0.7,0.355,0.195,0.453,Moderate,3.6,34.6,PVC,13
-0.24721,52.6345,Firm_Clay,0.341,0.109,0.022,0.18,Low,5.2,3.8,Steel,18
-1.85108,53.48763,Swelling_Clay,0.899,0.218,0.115,0.465,Moderate,0.9,7.2,Concrete,40
-1.26028,53.34454,Swelling_Clay,0.718,0.482,0.109,0.483,Moderate,7.7,14.1,Cast_Iron,62
1.09993,51.0107,Compressible_Ground,0.47,0.629,0.589,0.555,High,2.4,46.4,PVC,95
