building_id,timestamp,total_consumption_kwh,heating_kwh,cooling_kwh,lighting_kwh,appliances_kwh,hvac_kwh,other_kwh
B_0093,2023-05-08,133.38,28.17,31.6,19.67,38.29,22.61,0.0
B_0094,2023-05-08,142.82,33.12,33.57,20.57,29.68,31.98,0.0
B_0095,2023-05-08,99.18,16.61,24.78,12.97,21.16,23.27,0.39
B_0096,2023-05-08,124.19,25.27,27.18,18.06,27.75,20.63,5.3
B_0097,2023-05-08,114.53,18.63,29.9,19.87,34.29,26.87,0.0
B_0098,2023-05-08,78.94,15.73,18.4,11.66,20.92,14.82,0.0
B_0099,2023-05-08,176.61,30.66,50.63,23.43,46.31,33.62,0.0
B_0100,2023-05-08,93.32,15.3,25.4,14.33,27.43,19.55,0.0
B_0001,2023-05-09,155.18,28.24,30.92,20.6,46.49,31.78,0.0
B_0002,2023-05-09,156.96,32.42,39.68,25.61,46.43,35.92,0.0
B_0003,2023-05-09,159.97,33.88,41.7,22.73,37.52,32.58,0.0
B_0004,2023-05-09,135.14,26.93,31.58,17.44,35.68,29.33,0.0
B_0005,2023-05-09,67.0,15.2,13.14,10.08,16.01,12.51,0.07
B_0006,2023-05-09,140.37,25.47,37.31,23.08,28.08,32.78,0.0
B_0007,2023-05-09,101.89,19.17,20.24,16.63,28.02,19.64,0.0
B_0008,2023-05-09,148.22,34.49,33.72,18.35,36.89,24.12,0.66
B_0009,2023-05-09,133.53,26.16,28.88,21.62,28.55,22.24,6.08
B_0010,2023-05-09,115.37,26.23,28.78,20.49,29.54,23.73,0.0
B_0011,2023-05-09,115.62,27.73,25.7,14.92,31.37,24.26,0.0
B_0012,2023-05-09,129.53,25.87,30.28,20.58,38.32,22.61,0.0
B_0013,2023-05-09,112.49,23.58,30.29,19.41,29.19,22.98,0.0
B_0014,2023-05-09,158.32,35.86,33.07,25.44,44.67,32.28,0.0
B_0015,2023-05-09,192.25,43.75,54.01,26.4,40.32,33.84,0.0
B_0016,2023-05-09,78.39,16.17,21.85,13.61,20.9,14.63,0.0
B_0017,2023-05-09,117.45,20.26,27.31,20.64,31.59,23.96,0.0
B_0018,2023-05-09,101.97,17.98,22.24,15.57,20.98,22.24,2.96
B_0019,2023-05-09,193.05,33.15,53.55,25.02,54.65,31.11,0.0
B_0020,2023-05-09,95.28,20.26,18.92,15.18,23.2,20.04,0.0
B_0021,2023-05-09,116.65,22.32,26.41,17.66,33.26,25.09,0.0
B_0022,2023-05-09,131.37,22.23,32.72,21.52,33.38,27.8,0.0
B_0023,2023-05-09,77.01,15.97,18.9,13.71,19.01,15.82,0.0
B_0024,2023-05-09,129.22,25.26,32.72,19.38,29.17,28.01,0.0
B_0025,2023-05-09,85.79,20.03,17.14,15.21,25.37,17.76,0.0
B_0026,2023-05-09,137.95,22.47,34.08,21.01,34.8,31.48,0.0
B_0027,2023-05-09,119.9,22.79,28.82,19.87,32.5,25.46,0.0
B_0028,2023-05-09,176.08,33.59,48.41,24.09,47.12,30.89,0.0
B_0029,2023-05-09,118.05,27.57,28.73,18.4,29.11,23.37,0.0
B_0030,2023-05-09,88.86,19.26,18.32,11.56,19.84,17.18,2.69
B_0031,2023-05-09,105.19,22.29,25.84,17.47,30.45,24.72,0.0
B_0032,2023-05-09,121.91,22.4,31.85,20.64,26.55,19.97,0.52
B_0033,2023-05-09,125.59,29.97,32.04,19.44,26.08,25.4,0.0
B_0034,2023-05-09,106.47,17.72,27.19,16.98,29.39,20.87,0.0
B_0035,2023-05-09,145.28,32.99,41.56,20.74,29.37,34.54,0.0
B_0036,2023-05-09,124.52,28.6,29.24,19.63,30.9,21.11,0.0
B_0037,2023-05-09,85.88,18.54,22.88,10.67,19.5,18.64,0.0
B_0038,2023-05-09,140.14,32.5,35.62,21.43,37.98,27.06,0.0
B_0039,2023-05-09,123.85,23.71,25.07,17.12,26.99,23.02,7.94
B_0040,2023-05-09,65.96,14.84,13.26,8.01,18.46,13.21,0.0
B_0041,2023-05-09,148.49,27.68,40.63,22.39,37.51,33.02,0.0
B_0042,2023-05-09,76.84,15.54,19.5,10.95,15.73,12.76,2.36
B_0043,2023-05-09,103.7,17.55,22.43,16.04,29.89,21.86,0.0
B_0044,2023-05-09,132.57,30.65,35.15,18.4,35.19,27.87,0.0
B_0045,2023-05-09,112.61,25.3,26.77,13.96,23.41,21.62,1.56
B_0046,2023-05-09,116.76,20.15,26.18,18.26,31.58,19.43,1.18
B_0047,2023-05-09,99.7,17.87,21.62,13.74,26.69,21.58,0.0
B_0048,2023-05-09,134.82,31.08,32.29,17.17,40.31,23.12,0.0
B_0049,2023-05-09,159.59,36.06,45.8,28.18,35.94,29.68,0.0
B_0050,2023-05-09,135.26,24.29,27.88,17.06,35.76,32.16,0.0
B_0051,2023-05-09,138.03,31.48,33.85,20.2,28.66,24.31,0.0
B_0052,2023-05-09,124.81,28.45,25.1,15.03,36.24,24.44,0.0
B_0053,2023-05-09,101.66,23.04,20.57,12.89,20.4,19.51,5.24
B_0054,2023-05-09,77.47,12.73,21.58,10.36,22.49,16.95,0.0
B_0055,2023-05-09,115.08,24.92,22.29,14.46,32.43,20.54,0.44
B_0056,2023-05-09,108.05,20.97,29.87,18.28,31.99,23.53,0.0
B_0057,2023-05-09,56.25,11.93,12.98,9.89,11.47,10.05,0.0
B_0058,2023-05-09,89.23,17.5,20.28,11.68,24.38,17.55,0.0
B_0059,2023-05-09,121.04,22.37,29.74,19.21,27.9,20.09,1.74
B_0060,2023-05-09,165.78,33.43,32.93,23.72,47.26,34.78,0.0
B_0061,2023-05-09,124.94,28.72,25.08,16.38,32.23,27.7,0.0
B_0062,2023-05-09,153.58,25.71,34.68,26.1,32.79,27.74,6.56
B_0063,2023-05-09,141.92,23.58,30.04,24.67,30.92,31.92,0.78
B_0064,2023-05-09,143.8,31.03,28.17,20.07,29.45,29.86,5.22
B_0065,2023-05-09,109.5,17.67,29.28,16.09,27.04,20.7,0.0
B_0066,2023-05-09,102.86,22.52,22.56,16.08,22.79,19.41,0.0
B_0067,2023-05-09,125.82,29.58,25.26,18.74,28.68,25.74,0.0
B_0068,2023-05-09,146.9,29.01,38.19,23.74,43.58,24.43,0.0
B_0069,2023-05-09,148.52,32.17,34.22,23.93,41.99,31.29,0.0
B_0070,2023-05-09,101.63,23.94,27.47,12.23,24.37,18.75,0.0
B_0071,2023-05-09,98.56,17.51,24.78,13.22,21.13,20.57,1.35
B_0072,2023-05-09,111.18,19.13,24.58,14.03,30.84,24.47,0.0
B_0073,2023-05-09,98.98,22.07,19.19,15.3,24.44,20.93,0.0
B_0074,2023-05-09,102.57,22.06,28.1,15.75,27.4,23.19,0.0
B_0075,2023-05-09,158.97,28.29,45.25,19.33,39.07,36.81,0.0
B_0076,2023-05-09,150.67,32.82,37.94,19.43,44.79,32.82,0.0
B_0077,2023-05-09,138.92,24.75,31.67,23.49,27.93,22.88,8.2
B_0078,2023-05-09,142.25,24.75,38.29,21.65,41.92,22.85,0.0
B_0079,2023-05-09,101.75,17.07,27.37,13.61,24.06,21.34,0.0
B_0080,2023-05-09,136.18,21.92,32.29,19.94,34.07,29.14,0.0
B_0081,2023-05-09,155.2,36.99,39.05,21.86,39.14,29.46,0.0
B_0082,2023-05-09,101.84,16.73,27.55,13.94,27.7,21.72,0.0
B_0083,2023-05-09,127.28,24.57,29.98,18.41,35.6,27.99,0.0
B_0084,2023-05-09,106.56,22.21,24.69,12.84,29.29,18.89,0.0
B_0085,2023-05-09,121.96,26.17,30.97,19.39,33.46,21.19,0.0
B_0086,2023-05-09,72.79,12.81,19.65,11.66,21.64,14.64,0.0
B_0087,2023-05-09,87.27,14.3,22.09,14.95,21.2,20.38,0.0
B_0088,2023-05-09,117.8,20.58,27.34,16.32,34.39,19.45,0.0
B_0089,2023-05-09,141.52,24.74,35.9,20.85,29.24,28.23,2.56
B_0090,2023-05-09,112.58,22.25,27.68,14.79,27.34,18.44,2.08
B_0091,2023-05-09,130.53,22.33,29.22,16.51,38.42,26.22,0.0
B_0092,2023-05-09,102.22,17.71,26.24,12.68,25.42,20.37,0.0
B_0093,2023-05-09,122.24,24.62,34.27,15.87,32.14,20.94,0.0
B_0094,2023-05-09,136.48,25.09,30.89,18.78,32.69,27.66,1.37
B_0095,2023-05-09,187.07,39.06,39.95,26.19,40.15,37.46,4.26
B_0096,2023-05-09,124.14,24.4,26.32,21.15,33.53,24.43,0.0
B_0097,2023-05-09,155.83,29.53,40.05,20.18,33.56,27.85,4.65
B_0098,2023-05-09,122.49,28.84,28.51,14.78,32.02,25.92,0.0
B_0099,2023-05-09,120.58,21.83,30.54,18.38,32.92,28.48,0.0
B_0100,2023-05-09,133.68,24.04,35.64,19.46,38.84,25.94,0.0
B_0001,2023-05-10,125.32,28.51,25.47,21.18,34.29,23.92,0.0
B_0002,2023-05-10,89.95,19.29,20.21,14.21,26.33,20.66,0.0
B_0003,2023-05-10,103.68,24.06,26.52,16.48,21.24,18.8,0.0
B_0004,2023-05-10,172.93,31.61,34.39,24.77,48.51,40.85,0.0
B_0005,2023-05-10,134.27,26.17,32.55,21.84,32.91,31.04,0.0
B_0006,2023-05-10,154.12,29.97,33.86,21.15,34.86,28.31,5.97
B_0007,2023-05-10,125.46,20.25,31.75,19.48,29.77,20.99,3.22
B_0008,2023-05-10,125.59,20.2,24.68,22.06,36.12,24.38,0.0
B_0009,2023-05-10,82.89,19.56,17.22,11.98,23.78,13.82,0.0
B_0010,2023-05-10,102.7,20.33,19.86,17.76,28.3,16.81,0.0
B_0011,2023-05-10,159.93,38.31,44.42,24.81,41.03,32.33,0.0
B_0012,2023-05-10,132.02,25.83,37.13,16.66,35.15,21.33,0.0
B_0013,2023-05-10,84.36,17.85,19.51,10.23,24.32,15.97,0.0
B_0014,2023-05-10,132.1,22.64,30.8,22.04,28.9,29.7,0.0
B_0015,2023-05-10,141.79,32.51,37.65,22.36,31.45,28.1,0.0
B_0016,2023-05-10,108.29,25.71,26.86,18.8,32.36,20.25,0.0
B_0017,2023-05-10,125.85,26.43,35.11,18.8,33.09,28.77,0.0
B_0018,2023-05-10,138.39,32.28,32.59,24.31,35.75,24.44,0.0
B_0019,2023-05-10,150.25,29.44,42.47,19.13,40.74,35.86,0.0
B_0020,2023-05-10,122.02,29.11,31.05,19.53,35.87,21.26,0.0
B_0021,2023-05-10,105.45,18.23,20.95,18.76,22.04,18.64,6.83
B_0022,2023-05-10,131.7,21.43,26.27,21.13,34.74,28.52,0.0
B_0023,2023-05-10,97.57,15.89,19.11,14.14,21.1,17.94,9.39
B_0024,2023-05-10,103.3,22.1,23.32,17.23,24.41,24.79,0.0
B_0025,2023-05-10,137.73,29.9,38.6,17.31,33.41,23.45,0.0
B_0026,2023-05-10,150.12,25.51,36.04,23.85,36.6,31.25,0.0
B_0027,2023-05-10,97.09,16.57,25.33,14.23,23.48,21.84,0.0
B_0028,2023-05-10,118.36,25.2,30.2,20.64,33.06,26.49,0.0
B_0029,2023-05-10,87.41,20.92,24.18,14.73,22.6,15.51,0.0
B_0030,2023-05-10,137.28,29.67,26.41,22.79,36.35,29.63,0.0
B_0031,2023-05-10,102.81,21.79,22.17,17.42,22.26,16.58,2.59
B_0032,2023-05-10,109.87,22.16,28.12,15.19,29.79,19.6,0.0
B_0033,2023-05-10,106.08,17.16,24.09,13.21,28.44,17.11,6.07
B_0034,2023-05-10,101.15,17.63,28.29,16.79,21.21,17.97,0.0
B_0035,2023-05-10,112.93,24.56,30.03,14.8,22.82,23.76,0.0
B_0036,2023-05-10,105.11,17.99,26.02,15.7,30.28,17.83,0.0
B_0037,2023-05-10,125.27,21.96,30.04,18.83,36.89,20.28,0.0
B_0038,2023-05-10,107.26,18.44,28.99,14.45,28.7,22.25,0.0
B_0039,2023-05-10,150.21,24.64,32.57,26.09,32.21,29.99,4.7
B_0040,2023-05-10,151.75,29.81,40.59,24.01,41.39,28.78,0.0
B_0041,2023-05-10,112.74,24.78,23.53,19.5,29.34,24.19,0.0
B_0042,2023-05-10,117.56,21.63,30.9,14.56,30.16,20.71,0.0
B_0043,2023-05-10,124.77,24.16,28.75,21.87,33.92,26.81,0.0
B_0044,2023-05-10,89.46,20.82,19.88,11.61,25.13,18.67,0.0
B_0045,2023-05-10,154.0,25.25,37.98,19.56,38.75,28.47,3.99
B_0046,2023-05-10,113.61,19.06,24.0,14.3,28.04,24.8,3.4
B_0047,2023-05-10,134.28,30.08,33.59,23.06,31.86,27.1,0.0
B_0048,2023-05-10,128.54,30.18,36.62,21.87,30.91,23.61,0.0
B_0049,2023-05-10,151.94,35.4,31.39,26.41,38.57,30.97,0.0
B_0050,2023-05-10,172.04,31.6,45.77,26.52,42.5,35.8,0.0
B_0051,2023-05-10,133.36,28.96,37.45,16.25,39.59,28.74,0.0
B_0052,2023-05-10,107.81,19.62,30.22,16.56,23.07,22.1,0.0
B_0053,2023-05-10,79.8,15.54,16.9,10.17,19.71,14.22,3.26
B_0054,2023-05-10,161.93,37.45,40.67,21.99,39.6,31.21,0.0
B_0055,2023-05-10,180.2,35.01,50.37,26.81,48.88,39.8,0.0
B_0056,2023-05-10,170.62,36.0,47.62,23.6,49.72,35.65,0.0
B_0057,2023-05-10,57.0,10.52,15.14,8.47,16.12,9.57,0.0
B_0058,2023-05-10,65.02,10.43,18.5,10.59,17.76,13.82,0.0
B_0059,2023-05-10,174.89,34.04,41.78,29.25,42.92,29.11,0.0
B_0060,2023-05-10,115.16,25.87,25.3,14.59,32.26,18.75,0.0
B_0061,2023-05-10,140.08,26.91,33.29,19.15,30.29,24.32,6.12
B_0062,2023-05-10,116.87,19.71,27.79,16.17,26.97,20.79,5.44
B_0063,2023-05-10,99.37,22.01,26.04,13.14,24.26,18.44,0.0
B_0064,2023-05-10,141.3,31.28,31.57,22.8,32.75,25.45,0.0
B_0065,2023-05-10,175.59,30.89,47.47,24.6,41.68,30.03,0.92
B_0066,2023-05-10,129.14,29.99,31.12,19.14,34.22,30.84,0.0
B_0067,2023-05-10,194.22,36.71,51.72,24.07,50.17,36.67,0.0
B_0068,2023-05-10,103.15,19.39,27.67,17.34,23.7,21.79,0.0
B_0069,2023-05-10,70.9,14.1,18.99,8.87,20.44,13.35,0.0
B_0070,2023-05-10,103.41,19.61,26.82,14.75,27.47,23.81,0.0
B_0071,2023-05-10,141.61,26.93,36.34,22.68,42.1,23.96,0.0
B_0072,2023-05-10,125.9,25.01,31.4,15.39,28.12,24.97,1.0
B_0073,2023-05-10,88.34,17.44,18.41,13.17,25.48,17.18,0.0
B_0074,2023-05-10,98.62,21.11,25.03,13.22,27.39,22.29,0.0
B_0075,2023-05-10,95.02,21.31,23.12,16.36,28.41,15.33,0.0
B_0076,2023-05-10,130.48,24.36,32.24,20.11,32.02,25.99,0.0
B_0077,2023-05-10,122.41,27.7,30.09,20.23,34.62,24.7,0.0
B_0078,2023-05-10,118.03,23.68,31.37,14.21,27.7,22.86,0.0
B_0079,2023-05-10,149.6,26.45,35.88,18.5,38.8,27.53,2.44
B_0080,2023-05-10,99.29,23.38,24.48,13.11,25.19,23.76,0.0
B_0081,2023-05-10,77.48,17.98,18.8,10.16,17.73,14.63,0.0
B_0082,2023-05-10,162.72,31.74,37.36,20.64,38.31,28.27,6.39
B_0083,2023-05-10,108.34,23.77,29.44,16.33,32.42,25.57,0.0
B_0084,2023-05-10,104.42,20.64,28.42,13.45,21.92,24.82,0.0
B_0085,2023-05-10,105.68,22.77,23.29,16.11,27.42,19.89,0.0
B_0086,2023-05-10,106.84,25.44,22.37,14.76,27.2,23.63,0.0
B_0087,2023-05-10,75.07,16.12,20.37,11.18,15.58,16.08,0.0
B_0088,2023-05-10,79.87,15.97,17.23,13.8,17.9,18.34,0.0
B_0089,2023-05-10,97.07,19.92,21.93,16.74,23.59,15.57,0.0
B_0090,2023-05-10,125.57,20.64,26.23,20.82,29.78,20.96,7.13
B_0091,2023-05-10,143.25,24.24,40.77,21.09,31.24,26.61,0.0
B_0092,2023-05-10,60.43,11.9,17.34,7.68,12.12,12.86,0.0
B_0093,2023-05-10,147.93,32.73,34.58,23.98,34.09,31.16,0.0
B_0094,2023-05-10,127.5,24.44,35.27,19.7,36.79,26.48,0.0
B_0095,2023-05-10,130.02,27.55,30.16,18.88,28.86,28.41,0.0
B_0096,2023-05-10,81.48,14.14,23.44,12.28,18.9,17.48,0.0
B_0097,2023-05-10,171.45,31.77,48.52,22.48,39.89,31.36,0.0
B_0098,2023-05-10,97.97,19.32,20.1,15.49,21.94,17.06,4.06
B_0099,2023-05-10,113.52,19.45,29.07,15.99,29.82,20.19,0.0
B_0100,2023-05-10,86.6,19.17,17.05,13.41,25.29,14.2,0.0
B_0001,2023-05-11,141.67,31.61,35.04,20.83,37.18,31.81,0.0
B_0002,2023-05-11,103.68,19.72,29.52,17.66,21.39,19.22,0.0
B_0003,2023-05-11,118.62,26.57,33.85,17.32,26.78,26.17,0.0
B_0004,2023-05-11,130.03,23.78,32.3,16.75,27.55,27.21,2.44
B_0005,2023-05-11,115.46,22.1,27.68,17.1,25.25,25.09,0.0
B_0006,2023-05-11,162.56,38.54,35.34,21.84,40.01,27.54,0.0
B_0007,2023-05-11,164.12,32.71,32.45,24.6,48.54,28.43,0.0
B_0008,2023-05-11,136.39,22.96,34.57,18.4,37.73,25.2,0.0
B_0009,2023-05-11,131.45,25.38,35.58,19.19,29.75,23.42,0.0
B_0010,2023-05-11,125.48,29.7,33.5,19.02,35.61,23.62,0.0
B_0011,2023-05-11,126.85,26.63,27.43,15.42,26.86,24.94,5.57
B_0012,2023-05-11,102.61,21.25,26.02,14.47,29.17,24.21,0.0
B_0013,2023-05-11,146.63,31.35,34.68,21.0,34.05,30.01,0.0
B_0014,2023-05-11,114.34,19.05,29.43,19.69,26.47,26.38,0.0
B_0015,2023-05-11,177.11,42.36,47.24,30.25,51.0,36.48,0.0
B_0016,2023-05-11,91.63,15.58,19.48,15.65,19.5,18.11,3.31
B_0017,2023-05-11,95.67,21.2,21.16,12.64,26.64,16.37,0.0
B_0018,2023-05-11,115.62,26.31,27.62,20.31,33.97,21.56,0.0
B_0019,2023-05-11,122.07,21.09,32.44,20.08,25.36,27.58,0.0
B_0020,2023-05-11,126.63,20.47,36.05,19.13,37.45,25.41,0.0
B_0021,2023-05-11,138.1,30.96,36.16,22.23,39.75,24.16,0.0
B_0022,2023-05-11,76.89,17.36,18.96,9.97,18.15,12.66,0.0
B_0023,2023-05-11,162.72,37.61,41.36,27.58,43.01,37.68,0.0
B_0024,2023-05-11,102.28,22.81,21.63,13.95,23.34,17.73,2.82
B_0025,2023-05-11,146.87,28.93,39.13,20.09,42.75,25.48,0.0
B_0026,2023-05-11,119.44,21.28,30.19,20.57,34.14,23.56,0.0
B_0027,2023-05-11,155.64,28.38,32.93,22.77,44.25,31.87,0.0
B_0028,2023-05-11,114.0,23.7,23.94,15.85,30.51,21.84,0.0
B_0029,2023-05-11,139.4,28.65,32.87,18.44,38.61,24.09,0.0
B_0030,2023-05-11,79.01,18.87,16.59,11.79,21.72,18.89,0.0
B_0031,2023-05-11,118.61,27.35,33.35,19.88,34.43,24.01,0.0
B_0032,2023-05-11,94.19,20.82,22.58,16.58,21.77,20.99,0.0
B_0033,2023-05-11,118.48,22.68,33.77,19.49,29.82,20.15,0.0
B_0034,2023-05-11,95.92,22.27,22.73,15.92,25.68,19.54,0.0
B_0035,2023-05-11,80.49,17.55,16.18,13.15,20.53,12.96,0.12
B_0036,2023-05-11,152.84,30.76,31.79,21.34,34.48,32.39,2.08
B_0037,2023-05-11,117.54,21.72,33.52,18.14,31.22,27.35,0.0
B_0038,2023-05-11,139.55,31.79,36.83,20.27,32.51,24.11,0.0
B_0039,2023-05-11,108.72,23.26,26.84,16.07,25.27,23.08,0.0
B_0040,2023-05-11,118.16,24.87,23.37,16.54,35.44,27.25,0.0
B_0041,2023-05-11,134.68,22.15,26.42,17.05,29.77,23.87,15.43
B_0042,2023-05-11,127.64,25.12,34.54,17.86,33.62,29.51,0.0
B_0043,2023-05-11,130.27,28.2,33.31,17.28,31.34,21.77,0.0
B_0044,2023-05-11,99.91,16.53,24.64,14.91,22.12,18.59,3.13
B_0045,2023-05-11,129.88,31.06,25.5,16.78,37.85,27.12,0.0
B_0046,2023-05-11,102.69,18.28,27.03,13.8,28.45,21.34,0.0
B_0047,2023-05-11,95.76,17.54,24.53,14.49,20.35,17.82,1.03
B_0048,2023-05-11,123.04,24.3,27.67,18.36,33.43,21.79,0.0
B_0049,2023-05-11,120.39,25.96,30.84,15.09,31.42,20.07,0.0
B_0050,2023-05-11,88.5,20.55,17.32,11.76,18.51,15.73,4.63
B_0051,2023-05-11,87.1,14.49,18.91,14.12,21.57,20.11,0.0
B_0052,2023-05-11,102.08,22.97,22.08,17.94,28.71,18.96,0.0
B_0053,2023-05-11,119.12,24.01,29.43,20.1,30.5,21.06,0.0
B_0054,2023-05-11,123.57,22.69,31.76,15.59,27.48,24.02,2.04
B_0055,2023-05-11,135.15,27.33,36.81,24.29,30.42,28.83,0.0
B_0056,2023-05-11,128.96,21.83,27.97,16.38,32.43,26.83,3.52
B_0057,2023-05-11,139.14,30.16,37.6,20.31,28.58,25.07,0.0
B_0058,2023-05-11,109.97,20.78,21.6,14.45,31.25,25.66,0.0
B_0059,2023-05-11,74.13,16.0,20.03,9.36,18.79,16.88,0.0
B_0060,2023-05-11,112.11,25.43,21.56,14.88,28.99,23.59,0.0
B_0061,2023-05-11,84.17,18.89,17.97,14.29,25.02,15.34,0.0
B_0062,2023-05-11,143.94,29.79,29.77,21.01,36.69,30.36,0.0
B_0063,2023-05-11,150.48,25.11,29.9,20.28,41.58,32.21,1.4
B_0064,2023-05-11,98.2,17.24,21.21,14.81,23.59,19.49,1.85
B_0065,2023-05-11,94.64,20.5,22.84,14.11,23.6,15.97,0.0
B_0066,2023-05-11,151.12,30.44,35.03,24.0,40.15,29.89,0.0
B_0067,2023-05-11,71.8,13.44,17.27,12.21,19.74,13.82,0.0
B_0068,2023-05-11,111.43,25.9,29.98,16.85,25.97,24.7,0.0
B_0069,2023-05-11,125.89,28.54,32.11,15.38,37.38,26.91,0.0
B_0070,2023-05-11,167.77,33.12,48.22,26.32,36.72,28.42,0.0
B_0071,2023-05-11,118.85,19.12,26.78,21.23,33.02,26.35,0.0
B_0072,2023-05-11,130.02,30.33,37.4,17.0,26.88,24.33,0.0
B_0073,2023-05-11,102.22,24.39,25.57,13.98,21.61,19.38,0.0
B_0074,2023-05-11,112.9,24.08,26.47,16.29,30.87,21.41,0.0
B_0075,2023-05-11,104.02,21.04,24.58,18.16,28.87,17.35,0.0
B_0076,2023-05-11,93.07,16.16,20.89,13.86,20.13,18.67,3.35
B_0077,2023-05-11,150.78,32.68,40.32,24.3,36.66,26.96,0.0
B_0078,2023-05-11,120.89,23.85,28.19,16.37,29.46,25.7,0.0
B_0079,2023-05-11,94.17,19.05,21.49,16.94,26.22,22.37,0.0
B_0080,2023-05-11,138.19,25.48,30.09,23.83,39.78,31.01,0.0
B_0081,2023-05-11,153.08,32.05,42.75,27.16,31.9,32.98,0.0
B_0082,2023-05-11,76.94,15.64,18.48,11.96,22.69,14.73,0.0
B_0083,2023-05-11,86.22,19.47,16.76,12.47,24.57,14.88,0.0
B_0084,2023-05-11,91.22,18.09,24.38,14.53,24.19,20.49,0.0
B_0085,2023-05-11,110.45,25.76,27.66,13.33,32.81,23.0,0.0
B_0086,2023-05-11,152.07,27.63,34.83,22.52,43.4,35.88,0.0
B_0087,2023-05-11,100.53,18.84,19.79,15.9,25.77,21.72,0.0
B_0088,2023-05-11,87.56,20.06,23.17,11.71,20.22,18.76,0.0
B_0089,2023-05-11,147.69,26.47,34.42,22.54,39.83,32.29,0.0
B_0090,2023-05-11,167.92,37.86,37.18,23.41,45.78,38.36,0.0
B_0091,2023-05-11,142.12,31.54,32.67,21.64,37.37,26.64,0.0
B_0092,2023-05-11,144.4,29.04,32.58,19.23,36.09,32.91,0.0
B_0093,2023-05-11,118.85,24.69,23.38,19.83,29.14,24.47,0.0
B_0094,2023-05-11,158.44,35.97,40.52,19.75,47.52,31.51,0.0
B_0095,2023-05-11,112.14,22.47,29.57,16.91,24.1,22.7,0.0
B_0096,2023-05-11,153.34,35.67,35.48,23.95,40.02,25.75,0.0
B_0097,2023-05-11,57.37,13.36,15.83,8.73,16.66,10.99,0.0
B_0098,2023-05-11,88.7,18.6,25.36,15.18,19.6,20.88,0.0
B_0099,2023-05-11,86.81,20.68,18.34,14.34,24.4,14.16,0.0
B_0100,2023-05-11,118.52,24.88,33.69,14.24,34.93,19.4,0.0
B_0001,2023-05-12,71.89,12.41,18.47,10.75,19.36,11.84,0.0
B_0002,2023-05-12,137.0,28.14,32.69,21.61,29.92,31.73,0.0
B_0003,2023-05-12,138.85,25.63,29.78,24.75,41.47,30.5,0.0
B_0004,2023-05-12,153.9,35.06,38.87,20.36,43.26,30.75,0.0
B_0005,2023-05-12,127.54,22.8,32.48,18.6,38.22,23.34,0.0
B_0006,2023-05-12,146.18,28.16,34.3,25.6,34.38,28.91,0.0
B_0007,2023-05-12,147.1,34.03,39.03,19.77,37.05,24.8,0.0
B_0008,2023-05-12,90.68,18.39,17.95,13.89,21.97,19.93,0.0
B_0009,2023-05-12,123.05,24.98,24.12,17.88,31.91,26.49,0.0
B_0010,2023-05-12,118.05,21.17,24.25,16.15,29.19,23.63,3.66
B_0011,2023-05-12,94.38,20.57,19.28,12.11,27.18,17.9,0.0
B_0012,2023-05-12,126.68,22.18,32.26,19.97,31.66,22.29,0.0
B_0013,2023-05-12,138.36,22.69,33.34,17.9,37.67,28.63,0.0
B_0014,2023-05-12,166.91,28.08,43.68,20.09,49.27,27.0,0.0
B_0015,2023-05-12,144.12,31.87,32.22,18.0,35.54,31.76,0.0
B_0016,2023-05-12,130.53,23.69,33.03,23.37,34.59,22.73,0.0
B_0017,2023-05-12,124.69,24.98,30.83,15.48,36.46,21.46,0.0
B_0018,2023-05-12,152.4,27.64,31.55,20.7,31.97,29.77,10.77
B_0019,2023-05-12,76.34,12.87,18.17,9.45,21.66,14.84,0.0
B_0020,2023-05-12,132.83,28.06,26.35,20.36,27.08,27.16,3.82
B_0021,2023-05-12,55.5,9.63,15.69,7.91,12.08,10.52,0.0
B_0022,2023-05-12,157.82,37.75,38.1,20.89,37.59,31.31,0.0
B_0023,2023-05-12,109.08,18.96,28.17,16.15,30.27,19.05,0.0
B_0024,2023-05-12,119.43,22.17,27.76,20.59,33.99,22.93,0.0
B_0025,2023-05-12,144.83,30.79,32.5,18.1,38.01,28.97,0.0
B_0026,2023-05-12,136.98,28.57,31.83,19.55,33.74,28.41,0.0
B_0027,2023-05-12,162.78,38.89,43.16,29.2,42.0,29.56,0.0
B_0028,2023-05-12,163.79,32.25,39.97,21.98,46.64,32.57,0.0
B_0029,2023-05-12,111.53,22.41,27.56,15.75,30.56,21.45,0.0
B_0030,2023-05-12,92.2,18.95,23.66,11.74,24.93,19.51,0.0
B_0031,2023-05-12,160.05,28.92,36.01,19.7,46.17,35.76,0.0
B_0032,2023-05-12,123.37,27.58,27.79,17.13,32.51,24.24,0.0
B_0033,2023-05-12,121.5,22.95,29.14,17.95,30.23,28.57,0.0
B_0034,2023-05-12,97.88,16.83,26.13,13.08,21.21,19.68,0.95
B_0035,2023-05-12,87.62,16.88,17.36,10.72,19.55,20.32,2.78
B_0036,2023-05-12,124.78,26.05,31.72,18.34,31.66,24.18,0.0
B_0037,2023-05-12,135.27,23.61,29.53,17.18,40.02,25.24,0.0
B_0038,2023-05-12,123.47,22.91,34.25,22.05,34.81,24.24,0.0
B_0039,2023-05-12,109.42,19.17,23.25,14.45,22.36,25.06,5.13
B_0040,2023-05-12,95.88,19.0,25.08,15.54,27.55,15.35,0.0
