building_id,year,month,total_energy_kwh,heating_energy_kwh,cooling_energy_kwh,lighting_energy_kwh,appliances_energy_kwh,energy_intensity_kwhm2
B_0082,2020,10,2286.0,1322.4,544.4,300.8,563.0,1.87
B_0082,2020,11,5081.7,2283.8,1510.7,630.6,1932.6,3.73
B_0082,2020,12,6496.2,2244.3,881.1,782.3,1942.2,4.36
B_0082,2021,1,7668.6,2871.1,1406.3,829.7,1737.5,10.64
B_0082,2021,2,3263.1,1835.4,524.6,418.3,1033.3,5.34
B_0082,2021,3,6265.6,3685.7,1360.6,843.7,1315.5,4.08
B_0082,2021,4,5285.3,2585.0,547.8,1056.2,1594.3,3.52
B_0082,2021,5,5785.6,3369.5,1648.9,891.9,2089.5,4.44
B_0082,2021,6,6586.1,2557.0,909.1,1039.3,2389.5,9.0
B_0082,2021,7,9245.5,3379.8,1164.9,1247.7,3436.7,7.2
B_0082,2021,8,5324.1,2506.4,1429.0,627.4,1409.6,10.56
B_0082,2021,9,3393.4,1942.1,636.3,366.7,965.2,1.87
B_0082,2021,10,7494.5,3044.0,2068.0,1230.2,2692.1,5.38
B_0082,2021,11,3781.7,1490.1,888.3,440.8,867.6,2.53
B_0082,2021,12,5268.6,3026.2,1395.8,1046.4,1674.9,3.54
B_0082,2022,1,7161.4,2574.4,1065.6,823.8,2042.7,5.57
B_0082,2022,2,3569.9,1486.3,373.7,433.9,951.9,2.02
B_0082,2022,3,5046.3,2888.5,810.8,928.8,1644.6,3.91
B_0082,2022,4,4134.6,1729.9,467.5,516.4,1029.7,2.42
B_0082,2022,5,2161.8,1121.0,340.9,324.9,818.1,3.51
B_0082,2022,6,2603.3,818.3,343.2,305.2,849.9,3.37
B_0082,2022,7,4778.8,2125.4,868.2,809.4,1434.8,3.25
B_0082,2022,8,8016.7,4244.4,1670.5,1600.2,2595.2,5.12
B_0082,2022,9,3949.8,1610.0,579.1,526.5,796.1,3.69
B_0082,2022,10,6590.3,2603.9,1233.7,883.0,1996.0,4.46
B_0082,2022,11,5044.2,1807.1,580.0,685.7,1714.4,5.52
B_0082,2022,12,9459.1,3392.3,1549.1,1176.5,3572.0,13.27
B_0083,2018,1,11163.7,4986.8,2751.2,1509.8,3684.6,12.75
B_0083,2018,2,5831.5,2840.3,785.4,670.0,2241.4,6.79
B_0083,2018,3,3664.0,2197.9,385.4,392.6,1292.3,1.96
B_0083,2018,4,2765.7,1418.5,772.7,392.8,807.3,1.92
B_0083,2018,5,4457.4,1487.4,837.8,620.8,1358.3,3.84
B_0083,2018,6,7417.6,2610.5,984.4,937.2,2943.9,10.22
B_0083,2018,7,6768.3,2709.1,1318.9,1039.7,1524.0,12.29
B_0083,2018,8,10452.4,4634.1,1168.8,1425.4,3621.5,16.79
B_0083,2018,9,5395.3,2742.3,1185.1,821.4,1085.5,5.44
B_0083,2018,10,6293.1,2956.3,1876.8,1132.2,1626.2,4.77
B_0083,2018,11,6106.8,3007.9,1541.7,905.5,1237.9,9.5
B_0083,2018,12,7778.8,3683.2,2005.0,821.3,1907.6,5.1
B_0083,2019,1,8600.6,4293.3,2354.8,1006.3,1791.1,10.74
B_0083,2019,2,7396.5,2825.8,847.4,1244.3,1644.8,4.97
B_0083,2019,3,6499.3,3533.6,1662.5,1095.7,1322.5,6.02
B_0083,2019,4,5078.4,1722.6,1450.9,746.6,1320.7,4.38
B_0083,2019,5,3479.2,1867.9,823.0,603.4,1199.3,5.6
B_0083,2019,6,8003.1,3552.7,1472.1,1575.8,1770.4,6.42
B_0083,2019,7,2754.0,1333.7,342.3,417.7,1066.0,3.63
B_0083,2019,8,3935.3,1534.2,394.5,697.4,1027.8,5.63
B_0083,2019,9,6189.8,2431.0,1524.5,979.6,2332.0,3.37
B_0083,2019,10,8491.3,4355.5,1596.8,1106.4,2419.9,6.07
B_0083,2019,11,2729.8,1115.5,755.4,502.9,1022.2,1.48
B_0083,2019,12,4597.8,1713.5,1208.9,898.5,1258.3,2.75
B_0083,2020,1,6476.8,2493.6,1291.7,730.8,2486.5,4.93
B_0083,2020,2,7646.4,4077.6,1206.7,777.6,3029.8,3.83
B_0083,2020,3,9120.2,2777.0,2012.4,1775.1,3173.7,10.18
B_0083,2020,4,8284.2,4256.1,1401.7,1219.5,2227.4,7.62
B_0083,2020,5,5041.6,1517.2,879.4,640.8,2015.1,2.56
B_0083,2020,6,4150.4,2487.9,516.8,664.5,1112.7,2.93
B_0083,2020,7,3490.5,1061.4,403.8,674.9,1230.9,3.97
B_0083,2020,8,3239.6,1501.6,560.2,529.1,990.6,3.11
B_0083,2020,9,5095.5,2511.1,989.2,688.9,1267.4,3.06
B_0083,2020,10,2047.7,1106.3,354.2,267.5,530.5,2.39
B_0083,2020,11,6044.2,2894.5,1568.1,659.3,1758.4,9.87
B_0083,2020,12,4792.8,1916.2,914.8,586.0,1836.8,2.5
B_0083,2021,1,6463.6,3629.9,1203.4,1100.6,1505.0,3.75
B_0083,2021,2,2731.8,1345.5,525.6,294.2,724.9,2.54
B_0083,2021,3,2353.0,780.9,618.5,308.5,639.2,1.35
B_0083,2021,4,6755.0,3249.1,1423.9,1271.2,2466.6,3.48
B_0083,2021,5,5077.9,1655.7,584.8,750.8,1139.2,6.35
B_0083,2021,6,4994.6,1637.6,1152.3,854.6,1352.1,4.25
B_0083,2021,7,8685.3,3937.5,1358.6,1601.2,2771.5,4.74
B_0083,2021,8,10330.6,3516.4,1910.0,1450.6,3004.5,9.94
B_0083,2021,9,4503.8,2684.4,691.1,565.2,1391.8,2.51
B_0083,2021,10,2350.4,1049.0,600.7,404.5,594.0,1.24
B_0083,2021,11,6292.6,2203.4,1665.2,1012.4,1415.2,3.31
B_0083,2021,12,3484.3,1714.0,397.2,372.0,1218.5,1.77
B_0083,2022,1,2542.3,1444.8,555.3,442.5,674.3,1.55
B_0083,2022,2,5132.7,1864.9,589.2,583.9,1467.6,2.61
B_0083,2022,3,5559.4,2206.8,1124.6,663.0,1338.0,8.37
B_0083,2022,4,4068.4,1309.8,522.0,442.4,1254.3,6.61
B_0083,2022,5,2455.5,1443.0,270.8,449.6,973.1,3.45
B_0083,2022,6,6709.3,2107.9,1106.5,1052.7,2281.8,4.67
B_0083,2022,7,2823.0,1054.7,512.1,487.4,794.0,1.53
B_0083,2022,8,4503.7,1849.0,1255.0,529.4,1798.6,2.38
B_0083,2022,9,2558.2,963.5,475.6,298.8,784.6,1.64
B_0083,2022,10,6461.6,3406.2,743.9,649.3,2079.7,5.73
B_0083,2022,11,7065.8,2637.2,882.0,798.3,2525.3,6.92
B_0083,2022,12,9178.3,5104.8,1300.8,1672.7,2686.1,5.3
B_0084,2018,1,5417.1,3034.4,683.5,709.5,2034.0,2.74
B_0084,2018,2,4517.5,2688.1,522.8,852.4,1500.2,2.34
B_0084,2018,3,2129.7,1114.8,232.3,340.9,563.5,1.62
B_0084,2018,4,4929.1,2890.1,578.3,735.2,1873.5,7.56
B_0084,2018,5,3341.9,1610.7,588.9,428.0,1092.6,6.36
B_0084,2018,6,10632.8,3850.0,2260.5,1499.3,2983.6,15.14
B_0084,2018,7,9003.6,4193.0,2464.0,1569.6,2747.5,10.22
B_0084,2018,8,3083.7,1312.5,618.9,520.1,1056.5,1.91
B_0084,2018,9,4665.5,2291.8,498.8,859.5,1620.0,3.33
B_0084,2018,10,2804.4,1407.9,613.1,369.3,805.6,3.76
B_0084,2018,11,5325.0,2647.0,846.4,710.0,1387.2,4.19
B_0084,2018,12,9279.4,4818.1,1007.1,1289.7,3203.3,11.65
B_0084,2019,1,6874.2,2184.7,994.8,1191.9,2314.3,3.92
B_0084,2019,2,3035.3,1244.6,688.6,601.3,975.6,1.73
B_0084,2019,3,5539.8,2042.9,778.7,717.4,1496.6,3.35
B_0084,2019,4,3554.7,1681.2,775.7,664.4,947.4,2.88
B_0084,2019,5,5875.2,2581.1,1242.7,878.6,1662.7,3.79
B_0084,2019,6,10180.8,5133.9,2259.2,1484.1,2085.5,5.79
B_0084,2019,7,4066.1,2184.9,920.3,779.5,1583.5,2.07
B_0084,2019,8,7693.0,3212.2,1847.7,1536.5,3075.8,11.24
B_0084,2019,9,2027.7,820.6,339.8,339.2,435.5,2.14
B_0084,2019,10,4456.6,2445.6,1101.8,543.2,1676.7,2.56
B_0084,2019,11,3401.0,1751.9,983.1,372.1,715.6,3.12
B_0084,2019,12,7968.8,3958.4,1066.7,946.9,2164.2,6.29
B_0084,2020,1,7278.1,3694.8,1445.5,791.3,2473.9,9.46
B_0084,2020,2,4078.4,1838.0,897.9,563.7,1102.8,2.23
B_0084,2020,3,5341.6,1764.0,535.6,732.0,1692.1,5.2
B_0084,2020,4,6572.5,3463.1,735.0,1260.1,2399.0,3.91
B_0084,2020,5,2539.2,1277.4,717.2,431.4,780.6,4.48
B_0084,2020,6,5679.9,2052.3,1285.6,1036.9,1751.7,5.17
B_0084,2020,7,6361.0,3324.1,1375.7,1195.7,2335.0,7.38
B_0084,2020,8,3367.9,1379.1,805.4,562.1,766.7,1.78
B_0084,2020,9,1973.8,1031.0,399.5,220.3,552.7,1.32
B_0084,2020,10,6959.0,2334.6,1917.9,1372.5,1563.8,7.05
B_0084,2020,11,2439.0,884.1,270.2,332.0,852.5,2.72
B_0084,2020,12,10211.1,5383.6,1155.2,1604.0,3916.8,11.14
B_0084,2021,1,2886.0,1428.0,420.6,362.3,1081.4,1.58
B_0084,2021,2,5257.9,1734.2,870.4,589.7,1142.8,4.33
B_0084,2021,3,6912.0,4033.5,978.6,858.6,1418.8,4.15
B_0084,2021,4,5503.7,2340.6,1174.0,755.2,1472.8,3.25
B_0084,2021,5,3616.9,1384.1,565.5,428.5,1397.8,2.34
B_0084,2021,6,3618.6,2038.6,908.3,609.2,868.6,6.03
B_0084,2021,7,8482.3,4514.2,2354.6,1357.8,2880.6,8.78
B_0084,2021,8,9578.5,4352.7,2454.6,1912.4,2953.6,5.15
B_0084,2021,9,3160.6,1735.2,912.3,491.0,1056.8,2.0
B_0084,2021,10,6326.7,2869.5,1236.3,652.8,1388.2,4.23
B_0084,2021,11,5740.4,2442.9,1229.8,997.0,1793.4,2.93
B_0084,2021,12,8250.8,4341.7,1697.6,840.1,2720.5,16.1
B_0084,2022,1,10666.8,4007.9,1778.7,1095.4,2471.5,8.37
B_0084,2022,2,3058.0,1811.5,766.3,497.0,1020.5,3.51
B_0084,2022,3,6477.6,3665.3,687.6,1037.5,1988.1,6.97
B_0084,2022,4,4179.4,1290.3,1100.1,480.5,879.0,6.0
B_0084,2022,5,4632.4,1547.9,1187.3,477.5,1828.4,2.41
B_0084,2022,6,7445.3,2438.1,935.5,1416.4,2310.1,8.68
B_0084,2022,7,5069.0,1763.5,600.2,753.7,1317.2,3.53
B_0084,2022,8,3142.9,1253.8,466.6,573.0,1114.0,2.46
B_0084,2022,9,5403.9,2050.8,1527.3,948.0,1291.3,2.77
B_0084,2022,10,4318.8,1925.0,534.1,783.4,1480.0,3.79
B_0084,2022,11,2060.1,1228.0,586.3,309.2,642.8,1.21
B_0084,2022,12,5642.6,2095.4,946.0,890.8,2105.3,10.6
B_0085,2018,1,7820.6,3291.6,1521.5,1008.5,2181.8,6.03
B_0085,2018,2,7976.4,2829.6,2170.4,1447.8,1982.1,15.37
B_0085,2018,3,1962.9,652.0,459.5,334.2,482.3,1.42
B_0085,2018,4,6209.3,3326.0,1756.8,802.1,1566.7,5.58
B_0085,2018,5,6044.9,2517.9,1221.4,700.2,1916.0,4.06
B_0085,2018,6,3765.2,1461.4,767.5,459.7,1265.9,3.91
B_0085,2018,7,5637.5,1717.5,1586.6,750.0,1711.1,6.44
B_0085,2018,8,6430.6,3469.6,1310.0,1179.8,1292.6,8.43
B_0085,2018,9,6466.1,2332.3,1011.6,852.9,2474.2,7.98
B_0085,2018,10,4960.0,2194.1,856.0,670.2,1066.7,3.92
B_0085,2018,11,4542.6,1883.3,814.8,821.8,967.9,2.94
B_0085,2018,12,6399.3,2460.1,1032.6,708.8,1753.0,5.4
B_0085,2019,1,6911.9,4146.2,1584.8,784.3,2504.3,6.21
B_0085,2019,2,4058.6,2178.2,871.4,585.5,1149.9,6.11
B_0085,2019,3,4877.9,1833.5,1028.6,756.2,1844.0,3.01
B_0085,2019,4,5351.9,2423.5,1402.2,1026.0,1341.3,4.8
B_0085,2019,5,4438.1,1580.6,1001.8,853.5,1439.7,5.7
B_0085,2019,6,2555.7,781.0,413.6,473.1,685.7,2.15
B_0085,2019,7,7866.8,2663.7,1485.8,1534.6,2640.2,4.02
B_0085,2019,8,3319.0,1572.7,385.2,590.6,812.0,1.75
B_0085,2019,9,3720.8,1354.0,854.2,445.7,1374.1,2.18
B_0085,2019,10,3535.0,1908.7,404.0,448.8,1405.3,3.87
B_0085,2019,11,5292.8,1809.1,1245.6,810.3,1735.7,2.78
B_0085,2019,12,7008.7,3794.1,1268.8,1058.1,2166.7,6.96
B_0085,2020,1,8286.8,3944.9,1381.9,984.2,1694.0,8.52
B_0085,2020,2,5253.3,1822.0,910.0,542.6,1263.5,8.57
B_0085,2020,3,3082.7,1490.0,807.5,403.0,867.4,2.09
B_0085,2020,4,5187.0,3021.0,995.7,991.6,2057.9,5.32
B_0085,2020,5,5306.8,2891.1,1239.2,926.2,1144.0,3.16
B_0085,2020,6,8779.7,3908.6,2286.8,1274.3,3414.1,6.19
B_0085,2020,7,6551.7,2792.2,1425.6,1163.5,2055.8,5.71
B_0085,2020,8,3636.7,2175.4,1008.0,423.4,1294.7,2.36
B_0085,2020,9,6294.6,2893.2,761.5,971.6,2189.8,11.73
B_0085,2020,10,6985.9,3227.0,1566.2,831.4,1599.0,5.06
B_0085,2020,11,3817.5,1202.8,977.0,694.6,961.5,2.99
B_0085,2020,12,3261.7,1265.1,404.1,338.0,894.4,3.1
B_0085,2021,1,3213.3,978.3,855.6,608.4,782.4,2.04
B_0085,2021,2,5080.3,2641.9,1141.6,719.4,1115.4,8.97
B_0085,2021,3,4013.9,1465.6,727.7,695.8,1431.8,4.4
B_0085,2021,4,3281.9,1539.2,419.0,619.2,1233.2,3.15
B_0085,2021,5,2833.5,1442.2,747.5,510.3,797.0,5.07
B_0085,2021,6,3296.6,1629.9,408.5,372.6,1000.4,2.72
B_0085,2021,7,6241.8,3392.5,1098.6,1126.5,2027.8,3.46
B_0085,2021,8,4210.3,1386.7,836.2,493.8,1246.7,2.63
B_0085,2021,9,5936.7,3019.9,597.7,623.1,2327.7,9.57
B_0085,2021,10,7081.0,2655.6,1142.7,729.9,1983.6,4.67
B_0085,2021,11,7006.9,2123.5,760.7,723.9,2716.4,3.88
B_0085,2021,12,6877.7,3634.4,1536.1,1317.5,1533.5,6.16
B_0085,2022,1,5324.2,2027.7,734.9,542.5,1413.8,8.29
B_0085,2022,2,4044.8,2406.0,1029.9,666.0,1060.9,6.74
B_0085,2022,3,3380.3,1555.9,801.9,486.0,1084.0,4.34
B_0085,2022,4,5388.3,1831.2,584.3,586.1,2149.8,7.1
B_0085,2022,5,2250.8,801.7,617.7,342.4,503.4,2.33
B_0085,2022,6,5893.8,3251.7,1062.4,798.5,1546.2,7.24
B_0085,2022,7,5621.9,1931.4,1087.6,645.1,1917.8,8.58
B_0085,2022,8,2505.2,1291.9,666.1,327.5,863.8,1.78
B_0085,2022,9,4684.6,1816.9,1122.5,484.9,1322.3,6.71
B_0085,2022,10,4172.1,1696.9,945.6,753.6,1192.6,6.61
B_0085,2022,11,3472.8,2074.8,591.1,544.9,1184.7,3.08
B_0085,2022,12,8977.7,4141.5,1765.6,947.8,2690.2,7.61
B_0086,2018,1,7948.3,2407.5,1960.7,1550.9,1911.5,6.36
B_0086,2018,2,9446.4,4574.2,2085.1,1410.3,2385.0,7.35
B_0086,2018,3,5490.3,2385.5,957.2,854.1,1678.5,3.28
B_0086,2018,4,6752.3,3413.7,936.3,829.6,1499.8,5.35
B_0086,2018,5,7508.7,4306.5,1851.6,1465.2,2310.1,4.93
B_0086,2018,6,9202.9,3648.5,1529.3,1605.0,2063.0,9.04
B_0086,2018,7,6647.3,2383.5,855.5,845.2,1620.7,3.58
B_0086,2018,8,7638.2,4123.6,1881.0,1156.0,2704.2,4.86
B_0086,2018,9,5790.4,2293.6,770.0,676.3,1919.1,3.7
B_0086,2018,10,3773.6,1529.7,884.2,563.3,944.5,5.95
B_0086,2018,11,7759.3,3873.7,1995.6,939.5,1942.2,4.51
B_0086,2018,12,5616.3,1686.5,1490.1,1078.7,1397.9,9.51
B_0086,2019,1,6779.1,2066.6,770.9,1246.2,2318.4,6.16
B_0086,2019,2,11242.3,5052.3,1888.3,1267.4,4038.4,21.24
B_0086,2019,3,8563.6,4817.7,1609.3,1357.4,3231.4,6.56
B_0086,2019,4,2325.8,941.3,287.8,236.4,512.3,1.29
B_0086,2019,5,6411.8,3729.2,951.6,722.0,1886.9,5.45
B_0086,2019,6,4215.8,1714.6,1037.5,527.6,1026.7,3.32
B_0086,2019,7,8811.1,4693.8,2417.3,971.1,2126.2,13.26
B_0086,2019,8,7708.7,3394.7,2046.2,1305.9,1643.0,9.25
B_0086,2019,9,7004.1,3912.6,1540.2,956.9,2306.1,5.04
B_0086,2019,10,3644.6,1709.3,558.5,534.1,1390.4,2.17
B_0086,2019,11,2878.1,911.2,649.1,371.2,1073.4,2.06
B_0086,2019,12,9234.8,5477.9,964.3,1300.6,3091.6,5.11
B_0086,2020,1,3666.2,1500.9,1039.5,537.4,1341.9,1.9
B_0086,2020,2,5884.8,2482.4,1702.4,798.6,1293.8,4.74
B_0086,2020,3,2442.8,941.8,378.2,420.3,634.1,1.83
B_0086,2020,4,2365.1,750.6,453.2,437.0,690.4,3.25
B_0086,2020,5,6538.2,2037.8,1796.2,1082.0,1804.4,7.12
B_0086,2020,6,7983.9,4298.6,980.0,871.2,2466.1,11.86
B_0086,2020,7,3516.0,1604.8,729.9,383.7,758.0,1.91
B_0086,2020,8,2780.0,1052.4,761.4,480.0,988.3,1.45
B_0086,2020,9,4626.7,2074.4,491.6,519.3,1225.8,4.33
B_0086,2020,10,6547.6,2392.9,821.8,1119.5,1707.7,4.05
B_0086,2020,11,3398.7,1107.4,759.6,622.1,1044.5,2.11
B_0086,2020,12,8876.6,5126.9,2485.4,1179.7,2408.3,9.75
B_0086,2021,1,10711.1,5829.2,1549.6,1450.5,4251.4,11.73
B_0086,2021,2,6732.0,3930.5,956.9,963.5,2400.4,6.61
B_0086,2021,3,2388.6,1236.0,476.9,473.5,788.2,1.73
B_0086,2021,4,2332.8,1129.5,286.8,448.6,723.2,1.62
B_0086,2021,5,6284.4,3697.2,1564.9,719.8,1942.2,3.38
B_0086,2021,6,7098.8,2862.2,949.5,1224.1,2638.6,9.25
B_0086,2021,7,11055.6,6182.7,1454.3,1975.8,3982.5,21.03
B_0086,2021,8,10287.4,3623.4,2094.0,1635.7,3526.7,8.3
B_0086,2021,9,3746.8,1401.7,1038.0,694.7,979.4,3.21
B_0086,2021,10,2602.9,1255.2,573.6,390.0,904.6,1.33
B_0086,2021,11,6415.1,3025.4,756.2,650.0,1651.5,8.08
B_0086,2021,12,8587.1,3230.8,2013.6,1152.5,3344.8,4.97
B_0086,2022,1,8359.9,3528.1,2311.9,1211.3,3096.5,4.34
B_0086,2022,2,9147.4,3930.2,1638.1,1011.4,3227.9,5.7
B_0086,2022,3,4491.0,1574.2,1071.8,598.3,1771.3,2.55
B_0086,2022,4,3335.8,1326.7,656.9,575.5,1063.8,1.88
B_0086,2022,5,9161.9,4802.8,2591.5,1146.1,3528.0,10.82
B_0086,2022,6,4486.8,2407.1,987.7,751.7,1226.0,6.81
B_0086,2022,7,4196.5,1633.2,1170.3,669.5,999.2,3.02
B_0086,2022,8,8022.3,3055.8,910.5,1565.7,1727.6,6.36
B_0086,2022,9,5348.8,1943.4,629.1,1029.9,2124.6,6.75
B_0086,2022,10,2439.4,793.2,629.9,476.9,817.8,1.67
B_0086,2022,11,7323.7,2982.8,780.5,1419.3,2401.5,6.47
B_0086,2022,12,4110.5,1804.2,674.5,800.1,1216.7,2.62
B_0087,2018,1,7132.1,3468.3,1866.8,1089.1,1579.6,13.47
B_0087,2018,2,9370.5,4553.2,2674.5,1518.6,2712.0,4.99
B_0087,2018,3,2192.4,668.6,444.7,257.0,796.5,1.59
B_0087,2018,4,3260.2,1760.2,595.4,646.4,905.2,2.44
B_0087,2018,5,4320.0,1345.9,903.2,617.5,1257.8,2.4
B_0087,2018,6,6112.6,3352.5,1198.0,799.4,1330.0,3.09
B_0087,2018,7,7946.0,3372.3,2093.6,1453.0,2942.1,4.95
B_0087,2018,8,2806.8,943.6,821.0,461.3,788.7,1.77
B_0087,2018,9,2491.4,775.2,698.6,383.4,869.2,1.59
B_0087,2018,10,6568.5,3399.5,777.3,1054.5,1553.6,7.39
B_0087,2018,11,5107.6,3026.0,1368.9,689.7,1031.6,3.92
B_0087,2018,12,8001.4,4236.8,1188.4,879.2,2507.2,8.21
B_0087,2019,1,9246.8,4248.2,1619.9,1195.4,3673.7,12.35
B_0087,2019,2,10858.3,3940.1,2158.4,1404.3,2278.4,8.55
B_0087,2019,3,6732.7,3239.4,1660.5,865.3,1348.4,6.68
B_0087,2019,4,2962.5,1393.9,300.8,398.8,1114.2,2.5
B_0087,2019,5,2495.5,1411.1,663.6,311.7,932.4,1.8
B_0087,2019,6,3434.1,1727.8,599.0,360.1,906.2,2.6
B_0087,2019,7,3738.2,1288.9,1099.6,730.2,895.9,2.83
B_0087,2019,8,10369.4,3157.4,1585.3,1880.6,2085.3,7.41
B_0087,2019,9,2989.8,994.2,378.6,480.5,832.7,1.51
B_0087,2019,10,8310.8,3582.6,958.1,845.8,2015.8,5.12
B_0087,2019,11,4936.9,2098.0,1304.9,725.7,1814.4,4.66
B_0087,2019,12,9255.7,3673.5,1863.4,1744.7,2666.9,15.59
B_0087,2020,1,5622.1,2321.9,668.3,649.7,1740.5,3.71
B_0087,2020,2,5407.0,2176.8,1546.0,660.2,1881.2,4.65
B_0087,2020,3,8060.2,3550.8,1557.9,856.2,3140.5,9.74
B_0087,2020,4,2999.0,1411.4,553.7,322.7,957.7,2.78
B_0087,2020,5,5738.6,2792.6,878.1,1034.1,2116.9,7.59
B_0087,2020,6,10240.0,4711.6,2874.4,1092.4,3073.4,6.81
B_0087,2020,7,9520.9,4811.4,1948.2,1075.7,2283.5,8.14
B_0087,2020,8,4073.9,1762.2,1073.8,809.1,1565.1,5.87
B_0087,2020,9,2020.5,1151.4,294.9,358.1,599.6,1.82
B_0087,2020,10,3665.4,1979.4,663.6,647.8,1430.3,6.63
B_0087,2020,11,2619.2,1372.0,640.9,352.8,577.1,2.32
B_0087,2020,12,4575.5,2635.6,1212.7,847.4,1123.8,2.6
B_0087,2021,1,8146.1,2471.8,947.9,1511.8,2710.3,4.36
B_0087,2021,2,6146.5,3198.5,1317.5,689.2,1475.4,3.83
B_0087,2021,3,3811.7,1330.0,495.1,667.9,775.7,2.62
B_0087,2021,4,4281.6,1965.4,594.1,850.5,1048.6,8.04
B_0087,2021,5,3410.1,1345.8,747.2,485.4,905.9,2.72
B_0087,2021,6,7216.6,2710.4,1549.3,883.3,2110.8,5.49
B_0087,2021,7,4725.4,1698.0,1265.0,672.1,1147.5,3.03
B_0087,2021,8,8383.9,3795.0,842.0,1657.6,2639.9,6.08
B_0087,2021,9,5285.9,1997.6,838.4,722.9,1318.4,6.64
B_0087,2021,10,1852.9,603.2,193.5,327.3,720.3,1.68
B_0087,2021,11,5755.1,2033.2,791.2,641.3,1709.7,7.1
B_0087,2021,12,3291.2,1575.4,740.6,620.0,948.8,1.75
B_0087,2022,1,4951.1,2772.7,543.8,778.8,1793.7,9.57
B_0087,2022,2,6357.3,3423.8,1820.6,889.0,2220.3,5.37
B_0087,2022,3,8226.8,3230.0,1196.3,1363.3,2876.2,7.43
B_0087,2022,4,3264.9,1641.6,731.2,598.4,903.6,3.58
B_0087,2022,5,4691.3,1651.6,781.3,637.9,1290.7,5.28
B_0087,2022,6,5019.4,1530.2,1001.5,918.5,1407.5,3.87
B_0087,2022,7,9887.9,4621.7,1991.8,1299.3,2331.2,7.69
B_0087,2022,8,2892.9,1055.7,464.5,390.7,881.0,2.27
B_0087,2022,9,7717.7,4562.4,2141.4,1174.0,2930.2,5.69
B_0087,2022,10,6288.5,3636.0,1595.3,796.0,2224.7,6.99
B_0087,2022,11,5293.7,2891.6,818.5,585.2,2040.4,8.43
B_0087,2022,12,8276.9,2506.0,1477.0,836.1,3073.4,8.99
B_0088,2018,1,10209.0,5472.5,2992.5,1267.1,2331.7,11.05
B_0088,2018,2,2286.4,1242.4,617.3,252.0,798.2,1.91
B_0088,2018,3,4462.4,2258.0,993.4,847.7,1323.8,5.68
B_0088,2018,4,5614.0,3083.7,735.6,796.0,1840.2,3.93
B_0088,2018,5,4399.0,1606.2,714.3,850.5,898.0,3.17
B_0088,2018,6,4964.8,2296.8,982.7,832.1,1312.1,5.03
B_0088,2018,7,10046.2,3363.5,3003.1,1594.4,2617.4,6.01
B_0088,2018,8,6043.9,2627.9,1082.1,1187.7,2415.6,3.68
B_0088,2018,9,2141.6,848.1,229.3,391.4,736.9,2.5
B_0088,2018,10,2376.1,1194.6,455.7,356.8,727.4,2.55
B_0088,2018,11,1999.2,993.0,331.5,326.2,673.6,1.67
B_0088,2018,12,3154.8,1871.6,345.6,577.7,967.4,3.58
B_0088,2019,1,3196.5,1229.3,582.0,406.4,904.1,1.82
B_0088,2019,2,9110.8,2814.6,1262.3,1032.1,2515.1,5.7
B_0088,2019,3,4951.6,2207.1,620.2,880.3,1745.6,4.36
B_0088,2019,4,6058.1,3214.6,1188.7,1150.4,1477.0,11.34
B_0088,2019,5,6684.5,3236.9,1872.8,1053.8,2208.0,11.17
B_0088,2019,6,7423.6,3726.5,1565.3,1115.3,2059.7,9.98
B_0088,2019,7,9455.4,3133.5,1483.8,1767.4,2647.7,9.18
B_0088,2019,8,2761.5,1583.1,664.1,364.9,1053.7,1.47
B_0088,2019,9,5968.5,3404.1,944.8,973.2,2274.8,3.15
B_0088,2019,10,2435.5,932.9,304.5,472.7,705.1,1.88
B_0088,2019,11,8187.7,3849.7,1142.6,1177.0,2007.8,4.3
B_0088,2019,12,8846.7,5037.0,1942.0,1374.5,1924.5,9.8
B_0088,2020,1,3759.9,2255.6,1034.7,451.7,1340.0,5.66
B_0088,2020,2,10723.5,5305.3,1669.6,2084.3,3751.3,7.95
B_0088,2020,3,3704.9,2154.6,688.0,682.8,1148.9,2.73
B_0088,2020,4,4992.1,1697.5,798.2,624.2,1511.2,3.15
B_0088,2020,5,6419.0,3650.6,1166.8,824.4,1621.6,6.34
B_0088,2020,6,4450.4,2262.9,835.4,808.8,1758.5,5.78
B_0088,2020,7,8074.7,2834.7,1332.0,957.1,2562.8,14.91
B_0088,2020,8,3807.7,1173.2,1044.7,526.0,1503.1,2.59
B_0088,2020,9,3137.6,1831.9,517.4,335.8,1007.5,3.04
B_0088,2020,10,5211.8,1864.7,900.3,546.6,1445.2,4.94
B_0088,2020,11,3917.4,1992.8,1154.2,463.5,888.7,2.9
B_0088,2020,12,3425.4,1204.5,408.2,516.3,1289.8,4.49
B_0088,2021,1,7765.8,2966.0,2018.7,1346.1,2209.7,9.22
B_0088,2021,2,7507.6,3997.7,1362.1,886.1,2551.0,12.17
B_0088,2021,3,2704.8,1405.0,391.7,304.1,990.0,3.66
B_0088,2021,4,5936.7,2176.7,1319.7,873.4,1805.4,3.24
B_0088,2021,5,2683.1,1464.8,537.7,364.7,1030.2,4.62
B_0088,2021,6,3801.4,1485.4,1121.2,523.9,1511.9,6.77
B_0088,2021,7,5780.6,3298.0,1636.0,932.2,1810.1,8.02
B_0088,2021,8,7292.2,2615.2,1864.8,1117.3,2565.3,5.85
