Sample_ID,Gc_YSZ_GDC,Gc_GDC_LSCF,Gc_YSZ_GDC_800C,Gc_GDC_LSCF_800C,E_YSZ_GPa,E_GDC_GPa,E_LSCF_GPa,CTE_YSZ_ppmK,CTE_GDC_ppmK,CTE_LSCF_ppmK,Delta_T_C,Sigma_mismatch_YSZ_GDC_MPa,Sigma_mismatch_GDC_LSCF_MPa,G_thermal_YSZ_GDC_Jm2,G_thermal_GDC_LSCF_Jm2,Rho_assumed,Temperature_regime,HT_scaling_factor,sigma_HT_assumed_equal_RT
9674,2.7109,2.3455,2.7109,2.3455,186.8,166.83,98.74,11.0,13.51,16.868,544.8,255.48,305.18,0.0,0.0,0.0,800C,0.72,True
9675,2.9808,1.5972,2.9808,1.5972,202.24,146.8,84.89,10.956,13.32,16.791,536.6,256.56,273.37,0.0,0.0,0.0,800C,0.72,True
9676,2.1592,1.6789,2.1592,1.6789,177.07,171.6,89.01,11.476,13.053,17.178,554.1,154.73,392.2,0.0,0.0,0.0,800C,0.72,True
9677,2.2911,1.4792,2.2911,1.4792,202.76,162.74,102.46,10.946,13.283,16.679,556.6,263.74,307.63,0.0,0.0,0.0,800C,0.72,True
9678,3.2073,1.6976,3.2073,1.6976,193.19,184.71,78.46,11.05,13.633,15.934,546.8,272.77,232.47,0.0,0.0,0.0,800C,0.72,True
9679,1.7259,2.15,1.7259,2.15,186.83,175.1,95.33,11.225,12.955,16.607,543.0,175.44,347.25,0.0,0.0,0.0,800C,0.72,True
9680,3.8491,2.3935,3.8491,2.3935,203.11,162.43,113.65,11.47,12.785,17.396,554.4,148.05,415.27,0.0,0.0,0.0,800C,0.72,True
9681,2.9928,1.7719,2.9928,1.7719,191.21,160.88,90.19,10.542,13.253,15.684,551.9,286.14,215.84,0.0,0.0,0.0,800C,0.72,True
9682,3.0954,1.9764,3.0954,1.9764,205.29,166.26,95.36,11.491,12.284,17.816,566.8,92.25,521.27,0.0,0.0,0.0,800C,0.72,True
9683,2.664,1.1849,2.664,1.1849,195.15,147.96,94.86,11.33,13.579,16.218,544.7,239.13,212.63,0.0,0.0,0.0,800C,0.72,True
9684,3.4592,2.4593,3.4592,2.4593,190.79,158.16,99.99,11.129,12.8,17.556,562.4,179.33,423.11,0.0,0.0,0.0,800C,0.72,True
9685,2.1181,0.9275,2.1181,0.9275,182.88,166.46,96.63,11.201,12.719,16.441,542.9,150.73,336.34,0.0,0.0,0.0,800C,0.72,True
9686,4.1022,2.1089,4.1022,2.1089,171.25,167.26,85.66,11.354,12.242,17.054,540.3,82.16,434.9,0.0,0.0,0.0,800C,0.72,True
9687,2.2863,1.5472,2.2863,1.5472,196.51,167.3,109.01,10.98,12.677,15.872,552.0,184.02,295.03,0.0,0.0,0.0,800C,0.72,True
9688,3.4181,1.2046,3.4181,1.2046,172.24,167.42,93.5,10.699,12.786,16.838,558.7,200.82,379.03,0.0,0.0,0.0,800C,0.72,True
9689,3.6536,1.4975,3.6536,1.4975,194.79,161.78,105.65,11.687,12.979,16.69,549.6,138.35,329.99,0.0,0.0,0.0,800C,0.72,True
9690,2.109,1.3971,2.109,1.3971,175.51,159.2,98.84,11.122,13.294,16.684,553.0,210.81,298.39,0.0,0.0,0.0,800C,0.72,True
9691,1.8485,2.0666,1.8485,2.0666,195.56,162.56,90.66,11.102,13.052,16.51,545.7,208.03,306.73,0.0,0.0,0.0,800C,0.72,True
9692,3.7048,2.5318,3.7048,2.5318,186.36,178.17,98.95,11.318,12.319,17.43,544.3,101.58,495.66,0.0,0.0,0.0,800C,0.72,True
9693,1.9582,3.1416,1.9582,3.1416,153.3,155.81,97.21,11.35,13.368,16.282,537.3,166.2,244.01,0.0,0.0,0.0,800C,0.72,True
9694,3.2941,1.5106,3.2941,1.5106,201.69,151.57,103.28,11.331,13.54,15.632,561.0,249.89,177.92,0.0,0.0,0.0,800C,0.72,True
9695,3.244,1.9154,3.244,1.9154,192.56,165.15,91.49,10.468,12.852,15.703,535.2,245.63,252.06,0.0,0.0,0.0,800C,0.72,True
9696,4.0995,2.7739,4.0995,2.7739,184.56,155.21,95.47,11.325,12.607,16.263,538.5,127.42,305.6,0.0,0.0,0.0,800C,0.72,True
9697,3.6326,1.0358,3.6326,1.0358,200.3,155.08,96.74,10.712,13.03,16.165,557.5,258.82,271.06,0.0,0.0,0.0,800C,0.72,True
9698,2.978,2.0243,2.978,2.0243,180.49,174.82,92.3,11.417,13.444,16.263,545.2,199.42,268.71,0.0,0.0,0.0,800C,0.72,True
9699,3.4827,1.629,3.4827,1.629,170.98,160.33,109.59,10.608,13.176,16.713,543.2,238.43,308.04,0.0,0.0,0.0,800C,0.72,True
9700,3.7332,1.211,3.7332,1.211,184.04,164.27,90.17,10.969,12.755,17.434,555.0,182.44,426.58,0.0,0.0,0.0,800C,0.72,True
9701,3.2242,1.7117,3.2242,1.7117,182.37,173.33,104.82,11.191,13.557,16.135,548.9,236.84,245.33,0.0,0.0,0.0,800C,0.72,True
9702,3.1573,1.398,3.1573,1.398,190.28,160.66,102.19,11.263,12.83,17.556,552.0,164.5,419.14,0.0,0.0,0.0,800C,0.72,True
9703,3.0971,1.2706,3.0971,1.2706,188.2,166.64,111.84,11.035,12.972,15.581,544.9,198.66,236.95,0.0,0.0,0.0,800C,0.72,True
9704,2.5464,1.6676,2.5464,1.6676,179.42,172.26,90.9,10.73,13.285,16.36,551.5,252.92,292.11,0.0,0.0,0.0,800C,0.72,True
9705,2.7828,1.6989,2.7828,1.6989,191.68,155.98,99.3,11.064,13.143,17.816,543.3,216.55,396.02,0.0,0.0,0.0,800C,0.72,True
9706,3.1773,1.6289,3.1773,1.6289,181.82,169.2,99.05,10.869,13.926,16.617,542.4,301.45,246.95,0.0,0.0,0.0,800C,0.72,True
9707,3.9678,1.243,3.9678,1.243,203.2,169.77,93.03,11.001,12.74,17.05,551.0,194.69,403.22,0.0,0.0,0.0,800C,0.72,True
9708,2.393,2.2356,2.393,2.2356,185.93,170.55,91.28,11.302,13.475,16.957,546.8,221.0,324.7,0.0,0.0,0.0,800C,0.72,True
9709,1.8214,1.844,1.8214,1.844,183.77,160.6,99.44,10.735,13.53,16.246,534.6,274.58,233.18,0.0,0.0,0.0,800C,0.72,True
9710,2.4516,2.0219,2.4516,2.0219,169.63,170.97,86.84,10.856,13.446,17.421,537.8,236.29,365.51,0.0,0.0,0.0,800C,0.72,True
9711,2.063,1.782,2.063,1.782,172.19,175.42,108.21,10.692,13.361,16.97,552.3,253.86,349.75,0.0,0.0,0.0,800C,0.72,True
9712,2.2033,1.4327,2.2033,1.4327,172.72,165.13,91.7,11.017,13.26,17.047,539.5,208.99,337.42,0.0,0.0,0.0,800C,0.72,True
9713,1.8641,3.0954,1.8641,3.0954,185.83,162.96,93.77,11.46,12.643,15.097,537.2,118.08,214.82,0.0,0.0,0.0,800C,0.72,True
9714,1.7282,1.4235,1.7282,1.4235,188.82,161.51,100.08,11.484,12.874,15.953,565.0,148.24,280.98,0.0,0.0,0.0,800C,0.72,True
9715,1.9851,2.2933,1.9851,2.2933,186.84,164.07,98.55,10.547,12.608,17.124,575.8,221.69,426.72,0.0,0.0,0.0,800C,0.72,True
9716,3.631,2.0575,3.631,2.0575,194.66,156.71,97.0,11.339,12.613,17.677,533.2,132.31,423.15,0.0,0.0,0.0,800C,0.72,True
9717,3.6614,1.938,3.6614,1.938,191.74,177.87,99.1,10.529,13.65,15.84,558.3,334.06,217.45,0.0,0.0,0.0,800C,0.72,True
9718,2.9012,2.4859,2.9012,2.4859,188.6,170.25,89.79,10.911,13.091,15.656,544.8,224.02,237.85,0.0,0.0,0.0,800C,0.72,True
9719,2.7378,1.3876,2.7378,1.3876,194.77,187.46,79.87,10.696,13.671,17.034,556.3,322.4,350.66,0.0,0.0,0.0,800C,0.72,True
9720,2.8137,1.6141,2.8137,1.6141,189.83,155.81,95.42,10.771,12.986,16.649,537.2,225.84,306.61,0.0,0.0,0.0,800C,0.72,True
9721,1.7769,2.7905,1.7769,2.7905,193.93,163.57,102.74,11.81,12.757,16.808,549.5,100.94,364.12,0.0,0.0,0.0,800C,0.72,True
9722,2.7956,1.8441,2.7956,1.8441,212.04,176.2,106.54,10.577,12.446,15.565,567.2,224.71,311.78,0.0,0.0,0.0,800C,0.72,True
9723,3.1021,1.197,3.1021,1.197,171.63,157.3,94.7,11.238,12.96,16.346,545.1,161.08,290.3,0.0,0.0,0.0,800C,0.72,True
9724,3.0772,2.1507,3.0772,2.1507,189.07,167.28,106.11,11.41,13.462,16.832,561.4,217.78,316.5,0.0,0.0,0.0,800C,0.72,True
9725,2.9992,1.604,2.9992,1.604,164.35,160.82,104.16,10.75,13.482,17.737,564.2,253.36,386.06,0.0,0.0,0.0,800C,0.72,True
9726,2.7953,2.5422,2.7953,2.5422,189.77,161.11,97.25,11.235,13.007,17.122,557.0,187.35,369.31,0.0,0.0,0.0,800C,0.72,True
9727,3.4272,1.1167,3.4272,1.1167,180.51,172.87,98.43,11.466,12.436,16.65,560.9,98.21,408.61,0.0,0.0,0.0,800C,0.72,True
9728,2.461,2.2914,2.461,2.2914,203.06,166.24,106.49,10.778,12.551,16.745,556.8,200.51,388.12,0.0,0.0,0.0,800C,0.72,True
9729,1.8907,1.6088,1.8907,1.6088,174.06,159.12,109.85,11.24,13.218,16.841,545.4,187.8,314.38,0.0,0.0,0.0,800C,0.72,True
9730,2.3909,2.0496,2.3909,2.0496,181.62,164.23,89.67,10.737,13.308,16.243,546.0,254.9,263.23,0.0,0.0,0.0,800C,0.72,True
9731,2.1012,1.3727,2.1012,1.3727,175.11,167.12,100.45,10.476,12.98,16.516,553.6,242.81,327.12,0.0,0.0,0.0,800C,0.72,True
9732,2.6041,1.8641,2.6041,1.8641,197.71,152.95,95.95,10.756,13.819,16.534,548.7,332.4,227.81,0.0,0.0,0.0,800C,0.72,True
9733,2.7891,1.9544,2.7891,1.9544,195.68,170.04,102.63,11.595,13.889,16.77,537.9,241.56,263.47,0.0,0.0,0.0,800C,0.72,True
9734,2.1588,2.0303,2.1588,2.0303,197.09,158.64,109.43,11.019,14.056,15.698,535.9,320.83,139.54,0.0,0.0,0.0,800C,0.72,True
9735,2.6626,1.8508,2.6626,1.8508,175.75,164.27,90.93,11.372,12.893,16.69,559.6,149.66,349.02,0.0,0.0,0.0,800C,0.72,True
9736,2.0875,1.4915,2.0875,1.4915,193.17,171.25,89.73,10.853,12.837,18.059,547.6,209.77,489.68,0.0,0.0,0.0,800C,0.72,True
9737,2.0974,1.7615,2.0974,1.7615,173.25,166.89,108.67,11.679,13.263,16.121,554.6,152.21,264.46,0.0,0.0,0.0,800C,0.72,True
9738,2.5802,1.7015,2.5802,1.7015,191.9,164.95,93.4,11.016,12.941,16.271,545.6,201.47,299.71,0.0,0.0,0.0,800C,0.72,True
9739,2.8827,2.3055,2.8827,2.3055,170.26,144.53,86.64,11.223,13.335,17.807,548.5,197.2,354.53,0.0,0.0,0.0,800C,0.72,True
9740,3.0952,1.2903,3.0952,1.2903,192.11,162.35,87.9,11.405,12.334,17.167,540.7,96.54,424.19,0.0,0.0,0.0,800C,0.72,True
9741,2.2067,2.1544,2.2067,2.1544,187.23,164.31,101.64,10.891,12.864,16.963,550.4,203.24,370.7,0.0,0.0,0.0,800C,0.72,True
9742,2.3095,1.7511,2.3095,1.7511,198.43,172.52,83.68,10.657,12.63,17.135,552.8,216.4,429.62,0.0,0.0,0.0,800C,0.72,True
9743,1.5925,0.9744,1.5925,0.9744,190.4,162.67,95.48,11.648,13.167,16.961,530.1,153.32,327.13,0.0,0.0,0.0,800C,0.72,True
9744,3.6971,2.6002,3.6971,2.6002,181.09,162.6,100.05,10.904,13.673,17.356,554.2,277.87,331.95,0.0,0.0,0.0,800C,0.72,True
9745,3.3501,1.2755,3.3501,1.2755,211.58,188.01,93.01,11.096,12.544,18.053,546.4,167.45,565.92,0.0,0.0,0.0,800C,0.72,True
9746,2.1462,3.0493,2.1462,3.0493,182.49,175.3,90.27,10.641,13.182,17.24,551.3,255.7,392.11,0.0,0.0,0.0,800C,0.72,True
9747,3.0363,2.5292,3.0363,2.5292,181.83,151.35,102.62,11.436,13.301,16.806,551.1,186.81,292.41,0.0,0.0,0.0,800C,0.72,True
9748,2.3811,1.8184,2.3811,1.8184,199.94,159.99,88.71,11.113,13.497,16.461,539.8,257.26,255.99,0.0,0.0,0.0,800C,0.72,True
9749,2.5549,1.4858,2.5549,1.4858,211.11,144.77,85.97,11.262,12.896,16.558,566.0,195.16,300.13,0.0,0.0,0.0,800C,0.72,True
9750,3.3424,2.3753,3.3424,2.3753,179.64,154.61,113.39,10.63,14.037,16.747,543.4,332.63,227.63,0.0,0.0,0.0,800C,0.72,True
9751,3.3836,2.5756,3.3836,2.5756,184.5,164.01,91.44,11.425,13.059,17.591,552.1,166.49,410.3,0.0,0.0,0.0,800C,0.72,True
9752,2.2944,1.6446,2.2944,1.6446,180.56,165.87,94.27,10.346,12.968,16.471,534.7,253.06,310.68,0.0,0.0,0.0,800C,0.72,True
9753,3.8404,3.0608,3.8404,3.0608,188.57,176.62,80.8,11.057,12.931,16.489,547.1,193.33,343.78,0.0,0.0,0.0,800C,0.72,True
9754,3.5005,1.7332,3.5005,1.7332,188.67,154.43,97.86,11.136,14.027,15.533,543.0,296.13,126.31,0.0,0.0,0.0,800C,0.72,True
9755,2.361,0.9818,2.361,0.9818,185.02,178.91,96.92,10.983,14.092,16.549,537.1,308.92,236.07,0.0,0.0,0.0,800C,0.72,True
9756,2.7913,1.7645,2.7913,1.7645,201.17,179.36,84.28,11.249,13.138,17.454,533.9,202.89,413.29,0.0,0.0,0.0,800C,0.72,True
9757,3.5192,2.6092,3.5192,2.6092,185.06,156.84,93.85,10.717,12.952,17.047,549.1,227.15,352.7,0.0,0.0,0.0,800C,0.72,True
9758,2.7183,1.3462,2.7183,1.3462,188.69,173.97,88.41,10.678,13.238,17.131,556.9,269.02,377.16,0.0,0.0,0.0,800C,0.72,True
9759,4.6544,1.3921,4.6544,1.3921,202.05,171.69,103.15,10.498,12.541,16.466,550.2,227.08,370.76,0.0,0.0,0.0,800C,0.72,True
9760,2.9248,1.5213,2.9248,1.5213,184.84,162.51,103.37,11.963,13.067,17.136,538.1,109.82,355.83,0.0,0.0,0.0,800C,0.72,True
9761,2.1954,2.0159,2.1954,2.0159,174.2,176.97,90.99,10.977,12.7,17.12,556.8,167.14,435.45,0.0,0.0,0.0,800C,0.72,True
9762,3.6408,1.5373,3.6408,1.5373,181.01,161.6,89.39,10.989,13.438,17.155,562.2,249.19,337.66,0.0,0.0,0.0,800C,0.72,True
9763,2.2501,1.834,2.2501,1.834,199.22,167.35,68.27,10.666,12.45,16.844,563.0,200.11,414.0,0.0,0.0,0.0,800C,0.72,True
9764,3.075,2.3825,3.075,2.3825,190.29,168.25,99.22,10.921,12.773,16.403,543.0,191.37,331.62,0.0,0.0,0.0,800C,0.72,True
9765,2.8962,2.5268,2.8962,2.5268,190.29,171.94,93.85,11.132,12.081,17.641,545.8,98.53,521.66,0.0,0.0,0.0,800C,0.72,True
9766,3.2271,1.7456,3.2271,1.7456,184.79,172.99,89.24,11.033,12.979,16.743,537.3,193.2,349.78,0.0,0.0,0.0,800C,0.72,True
9767,3.1489,2.0747,3.1489,2.0747,183.26,163.99,90.39,11.454,13.005,16.495,553.2,157.24,316.67,0.0,0.0,0.0,800C,0.72,True
9768,2.5558,1.5223,2.5558,1.5223,213.81,169.84,101.89,11.047,12.959,16.116,533.6,218.18,286.13,0.0,0.0,0.0,800C,0.72,True
9769,3.1242,2.4593,3.1242,2.4593,183.56,171.98,88.41,10.816,13.284,15.963,552.9,250.48,254.73,0.0,0.0,0.0,800C,0.72,True
9770,3.7476,1.6877,3.7476,1.6877,192.87,174.06,100.09,10.958,13.254,17.129,530.3,234.87,357.63,0.0,0.0,0.0,800C,0.72,True
9771,2.6667,1.5135,2.6667,1.5135,187.31,169.25,100.77,10.768,13.599,17.019,544.3,288.66,315.1,0.0,0.0,0.0,800C,0.72,True
9772,1.8341,2.4543,1.8341,2.4543,199.84,161.61,85.13,10.58,13.025,16.51,559.4,273.39,315.01,0.0,0.0,0.0,800C,0.72,True
9773,2.2997,2.7528,2.2997,2.7528,197.71,153.28,104.31,11.382,12.739,17.609,530.1,142.27,395.69,0.0,0.0,0.0,800C,0.72,True
9774,2.8785,2.175,2.8785,2.175,169.01,165.02,88.6,10.915,12.768,15.725,556.5,174.28,271.53,0.0,0.0,0.0,800C,0.72,True
9775,1.916,2.5649,1.916,2.5649,176.64,181.51,98.11,10.124,12.496,17.866,538.1,225.48,524.44,0.0,0.0,0.0,800C,0.72,True
9776,2.5962,1.2306,2.5962,1.2306,203.11,178.07,103.7,11.341,12.44,17.459,564.1,125.87,504.16,0.0,0.0,0.0,800C,0.72,True
9777,3.4426,1.4459,3.4426,1.4459,176.11,158.03,96.2,11.218,12.836,16.427,560.2,159.69,317.86,0.0,0.0,0.0,800C,0.72,True
9778,2.6168,1.5693,2.6168,1.5693,203.0,182.06,84.29,10.954,13.085,16.494,551.5,238.55,342.28,0.0,0.0,0.0,800C,0.72,True
9779,2.5172,1.5195,2.5172,1.5195,198.09,157.79,81.02,10.857,13.754,16.634,543.9,312.15,247.2,0.0,0.0,0.0,800C,0.72,True
9780,2.6497,1.492,2.6497,1.492,199.18,167.02,98.37,10.745,12.919,17.612,552.7,239.33,433.21,0.0,0.0,0.0,800C,0.72,True
9781,2.7689,2.4325,2.7689,2.4325,191.71,171.95,96.83,11.08,13.626,16.834,554.3,270.52,305.73,0.0,0.0,0.0,800C,0.72,True
9782,2.911,2.5952,2.911,2.5952,180.91,187.34,101.2,11.241,13.321,16.074,553.2,208.15,285.3,0.0,0.0,0.0,800C,0.72,True
9783,3.8245,1.7765,3.8245,1.7765,151.55,173.51,104.34,10.877,13.365,16.806,533.9,201.24,318.79,0.0,0.0,0.0,800C,0.72,True
9784,1.9695,1.3746,1.9695,1.3746,201.28,150.49,106.89,11.067,13.593,16.042,545.2,277.16,200.94,0.0,0.0,0.0,800C,0.72,True
9785,4.0156,1.0656,4.0156,1.0656,193.5,164.82,80.44,11.136,13.023,16.676,548.5,200.36,330.27,0.0,0.0,0.0,800C,0.72,True
9786,1.7243,1.1822,1.7243,1.1822,212.91,184.29,103.52,10.831,11.983,16.966,549.9,134.82,504.99,0.0,0.0,0.0,800C,0.72,True
9787,4.189,1.5683,4.189,1.5683,190.1,171.23,102.66,10.889,13.948,16.987,554.8,322.72,288.65,0.0,0.0,0.0,800C,0.72,True
9788,4.1969,1.6119,4.1969,1.6119,192.93,169.19,97.36,10.759,13.035,17.006,558.6,245.29,375.36,0.0,0.0,0.0,800C,0.72,True
9789,4.2075,1.1948,4.2075,1.1948,217.21,150.32,94.08,11.365,13.609,16.843,548.5,267.28,266.71,0.0,0.0,0.0,800C,0.72,True
9790,2.2578,1.6156,2.2578,1.6156,220.67,179.42,82.3,10.659,13.079,17.047,542.8,289.8,386.52,0.0,0.0,0.0,800C,0.72,True
9791,2.7662,1.5048,2.7662,1.5048,188.61,181.29,105.79,11.1,12.65,16.269,557.1,162.88,365.48,0.0,0.0,0.0,800C,0.72,True
9792,2.729,1.6656,2.729,1.6656,178.61,161.29,96.12,10.572,13.022,15.976,554.1,242.53,264.01,0.0,0.0,0.0,800C,0.72,True
9793,2.2093,2.9365,2.2093,2.9365,176.41,176.91,102.57,11.227,12.948,16.983,562.1,170.64,401.31,0.0,0.0,0.0,800C,0.72,True
9794,2.804,2.2006,2.804,2.2006,196.85,182.38,92.93,11.037,13.157,16.396,550.2,229.52,325.06,0.0,0.0,0.0,800C,0.72,True
9795,3.5887,1.0593,3.5887,1.0593,197.84,151.3,103.42,11.193,12.846,17.109,553.1,180.86,356.79,0.0,0.0,0.0,800C,0.72,True
9796,2.4521,2.3202,2.4521,2.3202,181.61,184.63,96.52,10.899,12.801,17.248,554.7,191.58,455.42,0.0,0.0,0.0,800C,0.72,True
9797,2.9549,2.321,2.9549,2.321,181.51,169.09,94.7,11.223,12.789,17.876,537.2,152.77,461.96,0.0,0.0,0.0,800C,0.72,True
9798,2.9248,1.0572,2.9248,1.0572,185.71,181.66,95.33,11.204,13.894,16.541,560.9,280.18,269.7,0.0,0.0,0.0,800C,0.72,True
9799,3.5588,1.3133,3.5588,1.3133,181.49,165.8,87.69,10.88,12.961,16.715,547.2,206.6,340.53,0.0,0.0,0.0,800C,0.72,True
9800,3.1811,1.5233,3.1811,1.5233,199.48,161.13,89.26,10.961,13.196,15.809,541.6,241.46,228.03,0.0,0.0,0.0,800C,0.72,True
9801,2.1301,2.7296,2.1301,2.7296,195.56,157.92,104.92,11.158,12.973,17.356,554.1,196.76,383.54,0.0,0.0,0.0,800C,0.72,True
9802,4.3352,1.9689,4.3352,1.9689,196.47,162.24,104.54,10.671,12.908,16.732,564.3,248.0,350.11,0.0,0.0,0.0,800C,0.72,True
9803,2.7522,1.9861,2.7522,1.9861,174.48,176.66,97.97,11.223,13.167,15.233,541.3,183.63,197.47,0.0,0.0,0.0,800C,0.72,True
9804,3.1755,1.2299,3.1755,1.2299,204.44,170.38,99.21,11.067,12.969,16.834,546.2,212.29,359.74,0.0,0.0,0.0,800C,0.72,True
9805,2.852,2.9552,2.852,2.9552,206.23,152.37,96.37,10.843,12.906,15.752,547.0,232.69,237.2,0.0,0.0,0.0,800C,0.72,True
9806,4.4185,2.3971,4.4185,2.3971,206.63,171.92,95.66,10.625,12.68,16.507,545.5,231.68,358.88,0.0,0.0,0.0,800C,0.72,True
9807,2.6705,1.8476,2.6705,1.8476,185.99,186.56,96.31,11.416,12.021,16.611,553.4,62.25,473.85,0.0,0.0,0.0,800C,0.72,True
9808,3.2414,1.77,3.2414,1.77,213.76,176.86,113.25,11.348,13.443,16.618,540.6,242.07,303.6,0.0,0.0,0.0,800C,0.72,True
9809,3.0473,2.2398,3.0473,2.2398,171.52,188.28,81.99,10.785,12.6,16.121,549.1,170.97,363.95,0.0,0.0,0.0,800C,0.72,True
9810,2.857,1.9246,2.857,1.9246,204.0,162.23,83.93,11.226,13.379,16.527,538.6,236.58,275.05,0.0,0.0,0.0,800C,0.72,True
9811,2.293,1.3105,2.293,1.3105,191.54,173.28,80.67,10.984,12.452,17.237,543.9,152.97,451.01,0.0,0.0,0.0,800C,0.72,True
9812,3.6194,1.3935,3.6194,1.3935,204.02,160.15,96.75,10.868,13.301,16.561,534.3,265.21,278.87,0.0,0.0,0.0,800C,0.72,True
9813,2.2795,2.0411,2.2795,2.0411,194.2,176.08,86.03,11.428,12.904,16.216,554.1,158.81,323.12,0.0,0.0,0.0,800C,0.72,True
9814,2.1076,2.3575,2.1076,2.3575,177.04,171.13,96.63,11.206,13.427,16.496,542.9,213.52,285.15,0.0,0.0,0.0,800C,0.72,True
9815,3.0395,2.018,3.0395,2.018,195.86,161.41,99.1,11.295,12.802,17.127,542.8,160.15,378.99,0.0,0.0,0.0,800C,0.72,True
9816,2.3859,1.8824,2.3859,1.8824,206.66,160.76,94.46,11.103,12.66,16.049,550.8,177.22,300.03,0.0,0.0,0.0,800C,0.72,True
9817,2.3614,1.7899,2.3614,1.7899,194.05,151.27,112.01,10.92,13.115,16.592,558.9,237.98,294.0,0.0,0.0,0.0,800C,0.72,True
9818,1.949,1.5282,1.949,1.5282,173.62,178.34,87.94,10.99,13.483,16.246,558.4,241.69,275.08,0.0,0.0,0.0,800C,0.72,True
9819,3.6631,2.9955,3.6631,2.9955,176.67,168.46,100.47,11.644,13.24,16.291,568.0,160.24,291.92,0.0,0.0,0.0,800C,0.72,True
9820,4.6574,2.0349,4.6574,2.0349,183.57,175.53,98.96,10.98,12.646,16.761,581.8,177.93,420.2,0.0,0.0,0.0,800C,0.72,True
9821,3.7063,1.3356,3.7063,1.3356,174.99,146.46,93.46,10.482,13.357,16.963,551.4,277.45,291.22,0.0,0.0,0.0,800C,0.72,True
9822,3.1586,1.1422,3.1586,1.1422,182.45,172.29,109.38,11.461,13.793,15.752,564.8,240.31,190.61,0.0,0.0,0.0,800C,0.72,True
9823,3.3312,2.9731,3.3312,2.9731,196.07,183.06,99.07,11.015,12.486,16.898,533.3,153.86,430.67,0.0,0.0,0.0,800C,0.72,True
9824,2.4554,1.1339,2.4554,1.1339,210.34,172.73,84.65,10.805,13.441,16.744,546.0,302.81,311.46,0.0,0.0,0.0,800C,0.72,True
9825,2.4197,1.7768,2.4197,1.7768,192.13,168.79,96.86,11.386,13.031,17.558,556.2,175.79,424.93,0.0,0.0,0.0,800C,0.72,True
9826,4.837,1.9747,4.837,1.9747,184.8,173.82,90.3,11.455,12.614,16.696,547.2,117.19,388.33,0.0,0.0,0.0,800C,0.72,True
9827,3.7245,1.6721,3.7245,1.6721,200.04,169.33,101.57,10.733,13.533,17.04,544.8,305.07,323.54,0.0,0.0,0.0,800C,0.72,True
9828,2.8859,1.6601,2.8859,1.6601,210.01,155.3,97.44,10.712,13.234,16.211,546.7,289.47,252.79,0.0,0.0,0.0,800C,0.72,True
9829,2.1785,1.4233,2.1785,1.4233,198.92,168.12,76.07,11.102,13.533,17.623,570.5,275.93,392.26,0.0,0.0,0.0,800C,0.72,True
9830,2.6297,1.316,2.6297,1.316,191.14,173.19,94.61,11.039,13.43,16.692,559.5,255.75,316.07,0.0,0.0,0.0,800C,0.72,True
9831,3.1466,1.9103,3.1466,1.9103,174.05,163.59,107.92,11.179,13.082,16.691,554.7,183.66,327.48,0.0,0.0,0.0,800C,0.72,True
9832,2.1588,1.4275,2.1588,1.4275,184.79,158.9,109.82,11.397,13.086,16.475,555.8,173.46,299.39,0.0,0.0,0.0,800C,0.72,True
9833,2.0836,2.2747,2.0836,2.2747,216.78,160.64,89.27,11.106,12.853,17.112,555.1,210.24,379.79,0.0,0.0,0.0,800C,0.72,True
9834,3.7462,1.7377,3.7462,1.7377,197.58,179.72,86.55,11.145,13.036,16.889,519.9,194.22,360.01,0.0,0.0,0.0,800C,0.72,True
9835,3.3491,1.7606,3.3491,1.7606,193.66,176.07,74.59,11.296,13.006,16.852,559.2,185.21,378.73,0.0,0.0,0.0,800C,0.72,True
9836,2.4354,1.3939,2.4354,1.3939,204.66,160.94,82.67,10.946,13.191,16.158,551.6,253.48,263.35,0.0,0.0,0.0,800C,0.72,True
9837,1.979,1.4867,1.979,1.4867,183.04,162.14,76.44,11.27,13.105,17.968,538.0,180.64,424.26,0.0,0.0,0.0,800C,0.72,True
9838,2.1796,1.7517,2.1796,1.7517,201.2,172.49,94.52,11.354,13.406,16.948,535.7,221.21,327.3,0.0,0.0,0.0,800C,0.72,True
9839,3.5388,1.5084,3.5388,1.5084,205.91,159.73,87.96,11.054,13.224,16.563,550.6,245.96,293.73,0.0,0.0,0.0,800C,0.72,True
9840,2.336,1.8223,2.336,1.8223,175.38,165.7,97.52,10.973,13.16,15.861,556.6,213.42,249.08,0.0,0.0,0.0,800C,0.72,True
9841,2.655,2.4952,2.655,2.4952,193.33,160.96,102.58,11.03,13.488,16.712,559.0,265.62,290.08,0.0,0.0,0.0,800C,0.72,True
9842,3.8516,2.3242,3.8516,2.3242,193.1,177.3,95.88,10.65,12.856,16.573,545.7,232.43,359.69,0.0,0.0,0.0,800C,0.72,True
9843,3.8399,1.6119,3.8399,1.6119,190.78,162.06,114.78,10.807,13.333,16.997,544.1,262.29,323.07,0.0,0.0,0.0,800C,0.72,True
9844,2.4706,2.8983,2.4706,2.8983,197.13,174.15,97.47,10.799,13.153,16.52,535.2,248.33,313.86,0.0,0.0,0.0,800C,0.72,True
9845,2.5526,1.7535,2.5526,1.7535,185.98,172.1,82.46,10.681,13.195,16.725,557.1,260.4,338.52,0.0,0.0,0.0,800C,0.72,True
